# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A1CF	unnamed (+232350)
ENSG00000283755	unnamed (-61458)
ENSG00000284552	unnamed (-265406), unnamed (-264981), unnamed (-263606), unnamed (-262281), unnamed (-259881), unnamed (-257631), unnamed (-252931), unnamed (-246056), unnamed (-237581), unnamed (-232256), unnamed (-229106), unnamed (-227556), unnamed (-226331), unnamed (-224106), unnamed (-221756), unnamed (-220481), unnamed (-217781), unnamed (-215456), unnamed (-213031), unnamed (-211231), unnamed (-210506), unnamed (-209681), unnamed (-207806), unnamed (-170931), unnamed (-169481)
ENTPD1	unnamed (+31748)
ENTPD2	unnamed (-14555)
ENTPD5	unnamed (+65307)
ENTPD8	unnamed (-13801), unnamed (+11574)
ENY2	unnamed (-87149), unnamed (-40274)
EOMES	unnamed (+55687), unnamed (+88762), unnamed (+89112), unnamed (+89787), unnamed (+110937), unnamed (+111887), unnamed (+130812), unnamed (+188187)
EP400	unnamed (+31990)
EPAS1	unnamed (-210727), unnamed (+165048)
EPB41	unnamed (+2384)
EPB41L2	unnamed (+215522)
EPB41L3	unnamed (+233567), unnamed (+234542)
EPB41L4B	unnamed (-211), unnamed (+564)
EPC1	unnamed (-3965), unnamed (-2165)
EPC2	unnamed (+14091), unnamed (+71816)
EPCAM	unnamed (-67948), unnamed (-58723)
EPG5	unnamed (+53399), unnamed (+82724)
EPGN	unnamed (+852)
EPHA3	unnamed (-673149), unnamed (-666524)
EPHA4	unnamed (+16765), unnamed (+17540), unnamed (+53240), unnamed (+368840)
EPM2AIP1	unnamed (+3193), unnamed (+65268), unnamed (+67968), unnamed (+90943), unnamed (+95568), unnamed (+126593)
EPN2	unnamed (+46809), unnamed (+47309)
EPOR	unnamed (+6437)
EPS15	unnamed (-59747), unnamed (-58797), unnamed (-56697), unnamed (-51047), unnamed (-49547), unnamed (-29547), unnamed (+22128), unnamed (+23628), unnamed (+24728), unnamed (+24928), unnamed (+45878), unnamed (+73453), unnamed (+76378)
EPS8	unnamed (-74524), unnamed (+176)
EQTN	unnamed (-188261), unnamed (-89911), unnamed (-86786), unnamed (-79886)
ERAP2	unnamed (-4239)
ERBB4	unnamed (-499509)
ERBIN	unnamed (+69127)
ERC1	unnamed (+165053)
ERCC3	unnamed (-20749), unnamed (+12326), unnamed (+38876)
ERCC6L2	unnamed (+261174), unnamed (+262624)
EREG	unnamed (+37757)
ERG	unnamed (-105981)
ERGIC2	unnamed (+216178), unnamed (+216953)
ERGIC3	unnamed (+6712)
ERI1	unnamed (+23028), unnamed (+136428)
ERI3	unnamed (+36258)
ERLIN1	unnamed (+9409)
ERMARD	unnamed (+238575), unnamed (+241150), unnamed (+335900), unnamed (+337575), unnamed (+338675)
ERMN	unnamed (-78462)
ERMP1	unnamed (+4567), unnamed (+59467), unnamed (+62917), unnamed (+75917), unnamed (+82617)
ERO1B	unnamed (-2440)
ERP27	unnamed (+25307)
ERP29	unnamed (+32659), unnamed (+34784), unnamed (+35309), unnamed (+36034), unnamed (+38934), unnamed (+39159), unnamed (+39309), unnamed (+39584), unnamed (+63359), unnamed (+70659), unnamed (+83034), unnamed (+83784)
ERP44	unnamed (+95040), unnamed (+123715)
ERRFI1	unnamed (+58858)
ERVFRD-1	unnamed (-105568), unnamed (-91693)
ERVMER34-1	unnamed (+50590)
ESCO1	unnamed (+47861), unnamed (+84911)
ESCO2	unnamed (+43489), unnamed (+53639), unnamed (+54664)
ESD	unnamed (+56457), unnamed (+78307), unnamed (+83257), unnamed (+83707), unnamed (+87407), unnamed (+88032), unnamed (+90007), unnamed (+91232), unnamed (+94007), unnamed (+95407), unnamed (+96732), unnamed (+108832), unnamed (+112457), unnamed (+113357), unnamed (+118532), unnamed (+119332), unnamed (+121957), unnamed (+132157), unnamed (+133807), unnamed (+136007), unnamed (+138957), unnamed (+140307), unnamed (+142182), unnamed (+144257), unnamed (+149532), unnamed (+166532), unnamed (+169607), unnamed (+172207), unnamed (+174507), unnamed (+176207), unnamed (+177407), unnamed (+178832), unnamed (+181157), unnamed (+184732), unnamed (+186032), unnamed (+191932), unnamed (+195157), unnamed (+196557), unnamed (+198257), unnamed (+200282), unnamed (+202657), unnamed (+205882), unnamed (+209507), unnamed (+212707), unnamed (+213832), unnamed (+215882), unnamed (+216457), unnamed (+221182), unnamed (+222207), unnamed (+222582), unnamed (+224757), unnamed (+226732), unnamed (+227982), unnamed (+230082), unnamed (+230907), unnamed (+239932), unnamed (+240507)
ESPL1	unnamed (+8651), unnamed (+11176)
ESR1	unnamed (+257954), unnamed (+258504), unnamed (+470329), unnamed (+476429), unnamed (+478329), unnamed (+607579)
ESRP2	unnamed (+42284)
ESRRB	unnamed (-213527), unnamed (-213002)
ESRRG	unnamed (+122203), unnamed (+192003), unnamed (+194528), unnamed (+199453)
ETFA	unnamed (+102894), unnamed (+112819), unnamed (+160869)
ETNK1	unnamed (+2300), unnamed (+57675), unnamed (+58975), unnamed (+62650)
ETS1	unnamed (+22808), unnamed (+24333), unnamed (+315333), unnamed (+324608), unnamed (+326233), unnamed (+328083), unnamed (+348358)
ETS2	unnamed (-37632)
ETV5	unnamed (+165537)
ETV7	unnamed (+4383)
EVA1A	unnamed (+136522), unnamed (+137997), unnamed (+152872)
EVA1B	unnamed (-22671)
EVPL	unnamed (-20569)
EXOC1	unnamed (+30709), unnamed (+38459), unnamed (+42084)
EXOC4	unnamed (+222077), unnamed (+222577)
EXOSC10	unnamed (-58619), unnamed (-57344), unnamed (-38994)
EXOSC8	unnamed (+18934)
EXT1	unnamed (-454347), unnamed (-248897), unnamed (-239672), unnamed (-237947), unnamed (-230897), unnamed (-198547), unnamed (-181747), unnamed (-179447), unnamed (-170347), unnamed (-167372), unnamed (+92078)
EXTL3	unnamed (+134073)
EYA2	unnamed (+390751)
EYA3	unnamed (+108071)
EZH2	unnamed (-134522), unnamed (-123497), unnamed (-122672), unnamed (-121072), unnamed (+1578), unnamed (+36278), unnamed (+67103), unnamed (+70553), unnamed (+96428), unnamed (+97478), unnamed (+114278), unnamed (+162028)
F2	unnamed (+43320)
F2RL3	unnamed (+4565), unnamed (+5565)
FABP2	unnamed (-172710)
FABP3	unnamed (+23926), unnamed (+38126)
FABP5	unnamed (-149563), unnamed (-147713), unnamed (-138663), unnamed (-131638), unnamed (-128913), unnamed (-125963), unnamed (-123463)
FADS2	unnamed (+44039), unnamed (+47214), unnamed (+48389), unnamed (+51789), unnamed (+54414), unnamed (+56139), unnamed (+57564)
FADS3	unnamed (+6209), unnamed (+7634), unnamed (+9359), unnamed (+11984), unnamed (+15384), unnamed (+16559), unnamed (+19734)
FAF1	unnamed (+4588), unnamed (+13288), unnamed (+23888), unnamed (+42913), unnamed (+212938), unnamed (+226863)
FAF2	unnamed (+1720), unnamed (+40520), unnamed (+40770)
FAH	unnamed (-90830), unnamed (-87805), unnamed (-85780), unnamed (-71555), unnamed (-70330), unnamed (-38680)
FAHD2B	unnamed (+44364), unnamed (+46239), unnamed (+47964)
FAM102A	unnamed (+29838), unnamed (+32488)
FAM103A1	unnamed (+79143)
FAM110B	unnamed (-573529), unnamed (+146)
FAM114A1	unnamed (+102884), unnamed (+119259), unnamed (+125984), unnamed (+126434), unnamed (+127309), unnamed (+128084), unnamed (+129309), unnamed (+131359)
FAM120A	unnamed (+33828), unnamed (+42903), unnamed (+65253), unnamed (+88578)
FAM120B	unnamed (+244779), unnamed (+245504)
FAM122A	unnamed (+115941), unnamed (+139941), unnamed (+153616), unnamed (+162266)
FAM124A	unnamed (+31304)
FAM126A	unnamed (-3321), unnamed (+25104)
FAM129A	unnamed (+2800), unnamed (+69200), unnamed (+106725), unnamed (+146175), unnamed (+151450)
FAM129B	unnamed (+77738)
FAM131B	unnamed (+37302)
FAM133B	unnamed (-242156), unnamed (-240156), unnamed (-232556), unnamed (-230331), unnamed (-223306), unnamed (-195581), unnamed (-178531), unnamed (-164756), unnamed (-159431), unnamed (-142956), unnamed (-140656), unnamed (-130156), unnamed (-128631), unnamed (-93031), unnamed (-92581), unnamed (-88581), unnamed (-84356), unnamed (-78356), unnamed (-51856), unnamed (-44956), unnamed (-31706)
FAM13A	unnamed (+322), unnamed (+233247)
FAM13B	unnamed (-3269), unnamed (+38206), unnamed (+46081), unnamed (+87381), unnamed (+94381), unnamed (+96881)
FAM155A	unnamed (+947235), unnamed (+948810)
FAM160A2	unnamed (+16986)
FAM168A	unnamed (+59639), unnamed (+76789), unnamed (+191014), unnamed (+192039), unnamed (+192889), unnamed (+193614)
FAM170A	unnamed (+829116)
FAM171A1	unnamed (-166)
FAM174A	unnamed (+243295), unnamed (+244170), unnamed (+245870), unnamed (+278445), unnamed (+296270), unnamed (+297370), unnamed (+305295), unnamed (+307245), unnamed (+308370), unnamed (+319920), unnamed (+322120), unnamed (+337945), unnamed (+353195), unnamed (+354345), unnamed (+355870), unnamed (+359395), unnamed (+363795)
FAM19A3	unnamed (+217131)
FAM19A5	unnamed (-392935), unnamed (-389560)
FAM207A	unnamed (+49640)
FAM208B	unnamed (+24462), unnamed (+32612), unnamed (+39112), unnamed (+42037), unnamed (+45262), unnamed (+50487), unnamed (+53637), unnamed (+56612), unnamed (+63037), unnamed (+64962)
FAM212A	unnamed (+2771), unnamed (+5221)
FAM212B	unnamed (+42624), unnamed (+43574), unnamed (+72949)
FAM213A	unnamed (+482), unnamed (+13557)
FAM214A	unnamed (-21550), unnamed (-16100), unnamed (-15725)
FAM3D	unnamed (-383252), unnamed (-285852), unnamed (-233027), unnamed (-232402), unnamed (-201477), unnamed (-199127), unnamed (-197802), unnamed (-193977)
FAM46A	unnamed (-476717), unnamed (-451267)
FAM46B	unnamed (-87139)
FAM49A	unnamed (-47466), unnamed (-22091), unnamed (+7734), unnamed (+34109), unnamed (+38084), unnamed (+43209)
FAM49B	unnamed (-373543), unnamed (-361543), unnamed (-346093), unnamed (-340543), unnamed (-338743), unnamed (-306668), unnamed (-304443), unnamed (-303468), unnamed (-267493), unnamed (-263993), unnamed (-215843), unnamed (-203318), unnamed (-196168), unnamed (-164918), unnamed (-163318), unnamed (-162393), unnamed (-129068), unnamed (-125918), unnamed (-119093), unnamed (-36618), unnamed (-36243), unnamed (-28118), unnamed (+19132), unnamed (+45732), unnamed (+46957), unnamed (+64857), unnamed (+67657), unnamed (+73807), unnamed (+75807), unnamed (+81457), unnamed (+81957), unnamed (+85832), unnamed (+86807)
FAM50B	unnamed (-92036), unnamed (-55361), unnamed (+39)
FAM60A	unnamed (-193203), unnamed (-153453), unnamed (-152253), unnamed (+22397), unnamed (+23147), unnamed (+24747), unnamed (+27172), unnamed (+27722)
FAM71C	unnamed (-927603)
FAM71E1	unnamed (-4772)
FAM71F2	unnamed (-171042)
FAM76B	unnamed (+1716), unnamed (+5816), unnamed (+7741), unnamed (+8966), unnamed (+11891), unnamed (+14116), unnamed (+22941)
FAM81B	unnamed (+117206)
FAM83A	unnamed (-82597)
FAM83D	unnamed (+9574)
FAM83G	unnamed (+13379), unnamed (+36204)
FAM8A1	unnamed (+27470), unnamed (+33570), unnamed (+49170), unnamed (+49645), unnamed (+50045), unnamed (+103220)
FAM90A26	unnamed (-17259)
FAM92B	unnamed (-198092), unnamed (-197542), unnamed (-196942), unnamed (-193767), unnamed (-192042)
FAM98A	unnamed (+13112), unnamed (+16462), unnamed (+21762)
FAM98B	unnamed (+28448), unnamed (+34548), unnamed (+43748), unnamed (+44148), unnamed (+45098), unnamed (+54198), unnamed (+61148), unnamed (+63398), unnamed (+86273), unnamed (+108248), unnamed (+109223)
FAN1	unnamed (+18302), unnamed (+54177)
FANCC	unnamed (-145248)
FANCD2	unnamed (+54611), unnamed (+55886)
FANCG	unnamed (-15334), unnamed (-10084)
FANCL	unnamed (-943250), unnamed (-328775), unnamed (+202450), unnamed (+216350)
FANCM	unnamed (+93853)
FAR1	unnamed (+11280), unnamed (+50230), unnamed (+192905)
FAR2	unnamed (-926025), unnamed (-688350), unnamed (-45825), unnamed (+15000), unnamed (+15775)
FARS2	unnamed (+17481), unnamed (+29231)
FAS	unnamed (+2243), unnamed (+3168), unnamed (+6218), unnamed (+173418)
FASLG	unnamed (+39557)
FASN	unnamed (-9268)
FASTK	unnamed (+7044)
FAT2	unnamed (-9181)
FBLN2	unnamed (-156)
FBLN7	unnamed (-60260), unnamed (-51835)
FBN1	unnamed (-160851)
FBN3	unnamed (-45629), unnamed (-43529), unnamed (-42104)
FBRSL1	unnamed (-39776)
FBXL14	unnamed (+401365)
FBXL18	unnamed (+6748), unnamed (+18248)
FBXL19	unnamed (+3400)
FBXL2	unnamed (+120053), unnamed (+153678)
FBXL22	unnamed (-31803), unnamed (+29472), unnamed (+113472), unnamed (+115022), unnamed (+115647), unnamed (+116297)
FBXL3	unnamed (-275125), unnamed (-256725), unnamed (-230025), unnamed (-208100), unnamed (-196825), unnamed (-196175), unnamed (-191575), unnamed (-191225), unnamed (-190650), unnamed (-180725), unnamed (-171550), unnamed (-164400), unnamed (-161950), unnamed (-136600), unnamed (-127100), unnamed (-126675), unnamed (-120700), unnamed (-106725), unnamed (-101875), unnamed (-95950), unnamed (-78075), unnamed (-67675), unnamed (-39950), unnamed (+26250)
FBXL5	unnamed (+1837), unnamed (+2437)
FBXO10	unnamed (+8878), unnamed (+9378), unnamed (+10503), unnamed (+14103)
FBXO11	unnamed (+38343)
FBXO30	unnamed (-90547), unnamed (-89747)
FBXO31	unnamed (+323607)
FBXO38	unnamed (+19123), unnamed (+20273), unnamed (+38248)
FBXO40	unnamed (+60731), unnamed (+62181)
FBXO42	unnamed (-81221)
FBXO9	unnamed (+23748)
FBXW2	unnamed (+30287)
FBXW4	unnamed (+22084), unnamed (+23309)
FBXW5	unnamed (+17500), unnamed (+44350)
FBXW7	unnamed (-20624), unnamed (-19874), unnamed (+33776), unnamed (+34851), unnamed (+104976), unnamed (+136201), unnamed (+171951), unnamed (+213076), unnamed (+454851)
FBXW8	unnamed (+51669), unnamed (+59994)
FCHSD2	unnamed (+67986), unnamed (+88686), unnamed (+90411), unnamed (+122661), unnamed (+153261), unnamed (+205961), unnamed (+209711), unnamed (+214886), unnamed (+217161), unnamed (+267711), unnamed (+279386), unnamed (+289461)
FCN1	unnamed (-19337), unnamed (-11862), unnamed (+27988)
FCN2	unnamed (-114712), unnamed (-114587), unnamed (+9163)
FCRL1	unnamed (+36605)
FCRL2	unnamed (-6378)
FECH	unnamed (-25346)
FEM1C	unnamed (-56031), unnamed (-35006), unnamed (-34056)
FER	unnamed (-226422)
FER1L6	unnamed (-81512), unnamed (-63687), unnamed (-54362), unnamed (-52862), unnamed (+170113), unnamed (+512663)
FERD3L	unnamed (-531979), unnamed (-519179)
FES	unnamed (-5587)
FETUB	unnamed (+12215)
FEZ1	unnamed (-18015)
FEZF1	unnamed (+160455)
FFAR1	unnamed (-17552), unnamed (-12377), unnamed (-9177), unnamed (-6827)
FGD4	unnamed (-270149), unnamed (-267899), unnamed (-65849), unnamed (-52024), unnamed (-51274), unnamed (-11499), unnamed (+25001)
FGD5	unnamed (-129987), unnamed (+160063)
FGD6	unnamed (+12914), unnamed (+14689), unnamed (+16789), unnamed (+18189), unnamed (+19264), unnamed (+69389)
FGF1	unnamed (-15305)
FGF12	unnamed (+285499), unnamed (+285999), unnamed (+340499), unnamed (+345224)
FGF14	unnamed (+6774), unnamed (+7574)
FGF23	unnamed (+26153)
FGF5	unnamed (+196451), unnamed (+274251), unnamed (+344601), unnamed (+610126)
FGF9	unnamed (+391067)
FGFBP1	unnamed (+105290), unnamed (+128365), unnamed (+136640), unnamed (+138415), unnamed (+139465), unnamed (+140265), unnamed (+143615), unnamed (+149590), unnamed (+149965), unnamed (+159015)
FGFBP3	unnamed (+49083)
FGFR1	unnamed (-176880)
FGFR1OP	unnamed (+20518), unnamed (+50668)
FGFR1OP2	unnamed (+2067), unnamed (+3317), unnamed (+32417), unnamed (+33217), unnamed (+70492)
FGFR3	unnamed (-29912)
FGGY	unnamed (-29956), unnamed (+186719), unnamed (+264344), unnamed (+273494), unnamed (+274144)
FHL2	unnamed (-336268), unnamed (-333168)
FHOD1	unnamed (+3783)
FHOD3	unnamed (+499264)
FICD	unnamed (+32590)
FIGNL1	unnamed (+105824), unnamed (+123124), unnamed (+125724)
FKBP14	unnamed (+5359)
FKBP15	unnamed (+11311), unnamed (+41236)
FKBP3	unnamed (+46344)
FKBP4	unnamed (-548778), unnamed (-545853)
FKRP	unnamed (-23171), unnamed (-19446), unnamed (-18896), unnamed (-17746)
FLI1	unnamed (+29930), unnamed (+68280), unnamed (+87755), unnamed (+101255), unnamed (+102405), unnamed (+103555), unnamed (+110530)
FLNB	unnamed (-145225)
FLRT3	unnamed (-995267), unnamed (-981142), unnamed (-979642), unnamed (-859292), unnamed (-824917)
FMN1	unnamed (-467)
FMNL1	unnamed (+17611)
FMNL2	unnamed (+63), unnamed (+663), unnamed (+71913), unnamed (+132063), unnamed (+164588), unnamed (+231338), unnamed (+325513), unnamed (+328963)
FMNL3	unnamed (+5039), unnamed (+5939), unnamed (+47239), unnamed (+49539), unnamed (+51089), unnamed (+52914), unnamed (+54564), unnamed (+54989), unnamed (+56264), unnamed (+57864), unnamed (+63889)
FN1	unnamed (-570203), unnamed (-568778), unnamed (-375828)
FNBP1	unnamed (+27212), unnamed (+27887), unnamed (+109212), unnamed (+123662), unnamed (+161987)
FNDC1	unnamed (+292228), unnamed (+292903), unnamed (+298853)
FNDC7	unnamed (-18407)
FNTA	unnamed (+15747)
FOCAD	unnamed (+339291)
FOS	unnamed (-89924), unnamed (-56099), unnamed (-29399), unnamed (-28649)
FOSL2	unnamed (-494658)
FOXD2	unnamed (+72233)
FOXD3	unnamed (+309)
FOXI1	unnamed (-439772), unnamed (-437972), unnamed (-432597), unnamed (-418772), unnamed (-406122), unnamed (-404572), unnamed (-402597), unnamed (-400197), unnamed (-371297), unnamed (-365922), unnamed (-342422), unnamed (-340047), unnamed (-290947), unnamed (-289922), unnamed (-211997), unnamed (-181122), unnamed (-169972), unnamed (-158822)
FOXJ3	unnamed (+153790), unnamed (+155240)
FOXK1	unnamed (-934459), unnamed (-920159), unnamed (+82491)
FOXK2	unnamed (-57140), unnamed (-40490)
FOXL1	unnamed (+481644)
FOXM1	unnamed (+17761), unnamed (+19636)
FOXN3	unnamed (-61945), unnamed (+124230), unnamed (+125130), unnamed (+234005), unnamed (+347555), unnamed (+430605), unnamed (+431155)
FOXO1	unnamed (+3972), unnamed (+14947), unnamed (+44122), unnamed (+538022), unnamed (+979147), unnamed (+984222)
FOXO6	unnamed (+17744)
FOXP1	unnamed (+81139)
FOXP2	unnamed (+307253)
FOXP4	unnamed (+32049), unnamed (+32749)
FRAT2	unnamed (-36541), unnamed (-25566)
FRMD4A	unnamed (-342941), unnamed (-315566), unnamed (-313816), unnamed (-258666), unnamed (-231641), unnamed (-198716), unnamed (+547534)
FRMD6	unnamed (-402847), unnamed (-398747)
FRMD8	unnamed (+24701), unnamed (+52126)
FRS2	unnamed (-84306), unnamed (-82881)
FRYL	unnamed (+184824), unnamed (+214949), unnamed (+255974)
FRZB	unnamed (-104788), unnamed (+102112), unnamed (+107687), unnamed (+116762), unnamed (+139487), unnamed (+147462), unnamed (+148137)
FSBP	unnamed (-40733)
FSCN1	unnamed (+32302)
FSD1L	unnamed (-117127)
FSTL3	unnamed (+5135)
FSTL4	unnamed (-346536), unnamed (-343836), unnamed (-326911), unnamed (+215664)
FTCD	unnamed (+9192)
FTH1	unnamed (-75115), unnamed (-74390)
FTO	unnamed (+68412), unnamed (+245762), unnamed (+248562)
FTSJ3	unnamed (-13079)
FUBP1	unnamed (+28086)
FURIN	unnamed (-92028), unnamed (-72703), unnamed (-71328), unnamed (-64003), unnamed (-54253), unnamed (-15578), unnamed (+5947)
FUT6	unnamed (+10881), unnamed (+12056)
FUT7	unnamed (-265), unnamed (+735)
FUT8	unnamed (-91892), unnamed (+4358), unnamed (+22708), unnamed (+23208)
FYTTD1	unnamed (+20400), unnamed (+22825), unnamed (+23700), unnamed (+33375), unnamed (+35750)
FZD1	unnamed (-664114), unnamed (-663564), unnamed (-608814)
FZD3	unnamed (-84655)
FZD8	unnamed (+403)
FZD9	unnamed (+43042), unnamed (+45092), unnamed (+49692)
G6PC3	unnamed (+3890)
GAB1	unnamed (-148712), unnamed (-148312)
GABBR2	unnamed (+329172)
GABRB3	unnamed (+690449), unnamed (+833699)
GABRR2	unnamed (-4351)
GAD2	unnamed (+156843)
GADD45G	unnamed (+96512), unnamed (+599487)
GAK	unnamed (+25598)
GAL	unnamed (-189400), unnamed (-185200), unnamed (-178425)
GALNT1	unnamed (-49910), unnamed (-31210), unnamed (-1010), unnamed (+34240), unnamed (+149465), unnamed (+376215), unnamed (+376940), unnamed (+378040), unnamed (+379915), unnamed (+406965)
GALNT11	unnamed (+78777), unnamed (+86327), unnamed (+87352), unnamed (+94227), unnamed (+262302), unnamed (+318202), unnamed (+328377)
GALNT17	unnamed (-723344), unnamed (-722069)
GALNT3	unnamed (-101643)
GALNT4	unnamed (-2219), unnamed (+29531), unnamed (+34831), unnamed (+50106), unnamed (+62656)
GALNT7	unnamed (+78072), unnamed (+154122)
GALNT9	unnamed (-120572)
GALNTL5	unnamed (-20897)
GALNTL6	unnamed (-136328)
GAP43	unnamed (-522535)
GAREM2	unnamed (-72716)
GARNL3	unnamed (-98101)
GARS	unnamed (+35619), unnamed (+40019)
GAS1	unnamed (-286), unnamed (+614)
GAS2L3	unnamed (+189)
GAS6	unnamed (-151008)
GAS7	unnamed (+41451), unnamed (+78651), unnamed (+138451), unnamed (+139001), unnamed (+145876), unnamed (+147676), unnamed (+151101), unnamed (+164801)
GATA5	unnamed (-130805), unnamed (-129630)
GATA6	unnamed (-336693)
GATAD2A	unnamed (+55298), unnamed (+57773)
GATAD2B	unnamed (+66325), unnamed (+68125)
