# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
A2ML1	unnamed (+5803), unnamed (+8528)
CMSS1	unnamed (+25916), unnamed (+43641), unnamed (+45341), unnamed (+46891), unnamed (+53316), unnamed (+112341), unnamed (+118741), unnamed (+127141), unnamed (+129066), unnamed (+133241), unnamed (+136816), unnamed (+140791), unnamed (+143491), unnamed (+151341), unnamed (+152741), unnamed (+157841), unnamed (+184116), unnamed (+184866), unnamed (+188291), unnamed (+189991), unnamed (+192966), unnamed (+195191), unnamed (+198541), unnamed (+204491), unnamed (+205316), unnamed (+236991), unnamed (+239416), unnamed (+239991), unnamed (+242566), unnamed (+272241), unnamed (+272791)
CMTM2	unnamed (+9168), unnamed (+9443)
CMTM3	unnamed (-15407), unnamed (-15132)
CMTM6	unnamed (-19567)
CNBP	unnamed (-48340), unnamed (-46490), unnamed (-6190)
CNGA3	unnamed (-217330), unnamed (-69455)
CNIH1	unnamed (-9919)
CNIH3	unnamed (-120268), unnamed (+92057), unnamed (+128257), unnamed (+131282), unnamed (+164707), unnamed (+166182), unnamed (+168332), unnamed (+173432), unnamed (+188732), unnamed (+193507), unnamed (+195857), unnamed (+202407), unnamed (+235457), unnamed (+262832)
CNIH4	unnamed (+4625)
CNKSR3	unnamed (-108716), unnamed (-86166), unnamed (+30434), unnamed (+32134), unnamed (+39084), unnamed (+42009), unnamed (+96834), unnamed (+115309), unnamed (+143409), unnamed (+148609), unnamed (+150684), unnamed (+152034), unnamed (+156334), unnamed (+159284), unnamed (+162634), unnamed (+165559), unnamed (+167184), unnamed (+172534), unnamed (+173934)
CNN1	unnamed (+13158)
CNN2	unnamed (+5346)
CNNM2	unnamed (+59507)
CNNM3	unnamed (-45050)
CNNM4	unnamed (+10298)
CNOT1	unnamed (+29686), unnamed (+35436), unnamed (+40611)
CNOT11	unnamed (-18202), unnamed (-1652)
CNOT4	unnamed (+258052), unnamed (+269252), unnamed (+270827), unnamed (+274177)
CNOT6	unnamed (+69117)
CNP	unnamed (+16259)
CNPY1	unnamed (-57313), unnamed (-41813), unnamed (-28088), unnamed (-25938)
CNPY3	unnamed (+7725), unnamed (+11625)
CNR1	unnamed (-495991)
CNR2	unnamed (-40513), unnamed (-39663), unnamed (-26688), unnamed (-15063), unnamed (-14338), unnamed (-10888), unnamed (-8138), unnamed (-5188), unnamed (+29712)
CNST	unnamed (+43629), unnamed (+45879)
CNTF	unnamed (+16777)
CNTNAP1	unnamed (+18737), unnamed (+25887)
COA5	unnamed (+66542)
COA6	unnamed (+23319)
COA7	unnamed (+18891), unnamed (+20016), unnamed (+27916), unnamed (+29091), unnamed (+37816), unnamed (+40091)
COCH	unnamed (-61409), unnamed (-37159), unnamed (+82691), unnamed (+140616)
COG2	unnamed (-33367)
COG4	unnamed (+29665)
COG6	unnamed (+852148)
COL11A2	unnamed (+85674), unnamed (+86574)
COL15A1	unnamed (-81339), unnamed (-53289), unnamed (-43864), unnamed (+95086), unnamed (+95586)
COL16A1	unnamed (-32006), unnamed (-22106)
COL18A1	unnamed (+16444)
COL1A1	unnamed (+20007)
COL1A2	unnamed (-239561), unnamed (-47861), unnamed (-46911)
COL23A1	unnamed (+37130)
COL25A1	unnamed (-122257)
COL4A1	unnamed (+55574)
COL4A2	unnamed (+64708), unnamed (+136883), unnamed (+139733), unnamed (+154308), unnamed (+158608), unnamed (+160458), unnamed (+167058), unnamed (+172858), unnamed (+249633)
COL4A3	unnamed (+15860)
COL4A4	unnamed (+181963), unnamed (+277738)
COL5A1	unnamed (-311224), unnamed (-310424), unnamed (-301849), unnamed (-10774)
COL5A3	unnamed (+4096)
COL8A2	unnamed (-1530)
COL9A3	unnamed (+22563), unnamed (+23688), unnamed (+25663), unnamed (+30738), unnamed (+31538)
COLCA2	unnamed (-346980), unnamed (-345880)
COLEC11	unnamed (-5731), unnamed (-4356), unnamed (-1681)
COLGALT1	unnamed (-36019), unnamed (-11594), unnamed (-10144), unnamed (-8369), unnamed (-7744), unnamed (-6819)
COLGALT2	unnamed (+49329), unnamed (+149129)
COLQ	unnamed (+20701)
COMMD1	unnamed (+24628)
COMMD10	unnamed (+275859), unnamed (+287959), unnamed (+297059)
COMMD5	unnamed (-44239), unnamed (+5786)
COMP	unnamed (+8139), unnamed (+59689), unnamed (+67239), unnamed (+77464), unnamed (+83239), unnamed (+88289), unnamed (+96214), unnamed (+97139), unnamed (+102789), unnamed (+104139), unnamed (+104639)
COMT	unnamed (-67682), unnamed (-47757), unnamed (-45957), unnamed (-43932), unnamed (-31857)
COMTD1	unnamed (+7986)
COPA	unnamed (+51923)
COPB1	unnamed (+88777)
COPG1	unnamed (-59506), unnamed (-19206), unnamed (-17356)
COPRS	unnamed (+358462), unnamed (+383737), unnamed (+404912), unnamed (+405737), unnamed (+406312)
COQ10A	unnamed (+20417)
COQ2	unnamed (+47439)
CORO1A	unnamed (-23397)
CORO6	unnamed (-61451), unnamed (-2276), unnamed (-1601), unnamed (+14899), unnamed (+21424), unnamed (+22449)
COTL1	unnamed (+44577), unnamed (+45027), unnamed (+68302), unnamed (+68927), unnamed (+70577), unnamed (+72752), unnamed (+74177), unnamed (+89827)
COX10	unnamed (-331104), unnamed (+150771)
COX14	unnamed (+43046)
COX19	unnamed (+7424), unnamed (+14749)
COX20	unnamed (-100616), unnamed (-96666), unnamed (-18541)
COX4I1	unnamed (+15382), unnamed (+58657), unnamed (+59232)
COX6A2	unnamed (+12178), unnamed (+14078), unnamed (+15903)
COX6B2	unnamed (-6414), unnamed (+3911)
COX6C	unnamed (+590337), unnamed (+591362), unnamed (+660437)
COX7A2L	unnamed (-7715)
COX7C	unnamed (+401269), unnamed (+480794), unnamed (+497844), unnamed (+500719), unnamed (+568344), unnamed (+575769), unnamed (+578894), unnamed (+626869)
CPA1	unnamed (-31096), unnamed (-27171), unnamed (-23896), unnamed (-15721), unnamed (-11371), unnamed (-10446), unnamed (+18479)
CPA2	unnamed (+11023)
CPA4	unnamed (-15303), unnamed (+1522), unnamed (+17097)
CPA5	unnamed (-50172), unnamed (-34597), unnamed (+4428), unnamed (+8353), unnamed (+11628), unnamed (+19803), unnamed (+24153), unnamed (+25078)
CPEB1	unnamed (-1323)
CPEB3	unnamed (-42546), unnamed (+84179)
CPEB4	unnamed (-246205), unnamed (-228130), unnamed (-216630), unnamed (-215230), unnamed (-209130), unnamed (-204955), unnamed (-203005), unnamed (-202380), unnamed (-196230), unnamed (-194930), unnamed (-194005), unnamed (-192855), unnamed (-192030), unnamed (-186605), unnamed (-185605), unnamed (-139755), unnamed (-115730), unnamed (-79355), unnamed (-34155), unnamed (+11945), unnamed (+83370)
CPED1	unnamed (+315248), unnamed (+317273)
CPLX1	unnamed (+12123), unnamed (+86998)
CPM	unnamed (+110249)
CPN1	unnamed (+4952), unnamed (+37702), unnamed (+65302)
CPNE1	unnamed (+10102)
CPNE2	unnamed (-94687), unnamed (-69537), unnamed (-67737), unnamed (-63462), unnamed (-24537), unnamed (-7362), unnamed (+13338)
CPNE5	unnamed (+13477), unnamed (+121177), unnamed (+126977)
CPNE6	unnamed (-17162)
CPNE7	unnamed (+6632), unnamed (+9432)
CPPED1	unnamed (+63067), unnamed (+244842), unnamed (+250867), unnamed (+254192), unnamed (+342892), unnamed (+396717), unnamed (+447092), unnamed (+447867), unnamed (+453717), unnamed (+462242), unnamed (+464342), unnamed (+466092), unnamed (+479442), unnamed (+485192), unnamed (+495592), unnamed (+497067), unnamed (+497917), unnamed (+499867), unnamed (+505667), unnamed (+508617), unnamed (+510092), unnamed (+515767), unnamed (+518117), unnamed (+531842), unnamed (+538942), unnamed (+578942), unnamed (+803942)
CPQ	unnamed (-32027)
CPSF1	unnamed (+7149)
CPSF2	unnamed (+77663), unnamed (+131738)
CPT1A	unnamed (+6066), unnamed (+10466), unnamed (+15166)
CPT1C	unnamed (-2941)
CPXM2	unnamed (-169511), unnamed (-167961), unnamed (-165686), unnamed (-147611), unnamed (-115311), unnamed (-112436), unnamed (-111486)
CRACR2A	unnamed (+136202)
CRADD	unnamed (+431608)
CRAMP1	unnamed (+4075), unnamed (+11275), unnamed (+12150)
CRB2	unnamed (-73110), unnamed (-49960), unnamed (-27585), unnamed (-24535), unnamed (-23035), unnamed (+8340), unnamed (+21290), unnamed (+180415)
CRBN	unnamed (-563015), unnamed (-561540), unnamed (-507440), unnamed (-487465), unnamed (-485940), unnamed (-467015), unnamed (-435840)
CRCP	unnamed (+36295)
CREB1	unnamed (-304117), unnamed (-302992)
CREB3L2	unnamed (+6807), unnamed (+10582), unnamed (+24907), unnamed (+29832), unnamed (+30907), unnamed (+33132), unnamed (+37157), unnamed (+37882), unnamed (+39107), unnamed (+44132), unnamed (+45757), unnamed (+50282), unnamed (+52832), unnamed (+54407), unnamed (+55757), unnamed (+58457), unnamed (+59632), unnamed (+62007), unnamed (+64357), unnamed (+70707), unnamed (+71857), unnamed (+73007), unnamed (+76157), unnamed (+78232), unnamed (+79882), unnamed (+82532), unnamed (+85657), unnamed (+87357), unnamed (+93607), unnamed (+96832)
CREBBP	unnamed (+30951), unnamed (+68601), unnamed (+87501), unnamed (+113751), unnamed (+128851), unnamed (+145476), unnamed (+148926), unnamed (+157426)
CREBRF	unnamed (-38627), unnamed (-34252), unnamed (-30927)
CREG1	unnamed (-10108)
CRELD2	unnamed (+34965)
CRIP2	unnamed (-41037), unnamed (-19512), unnamed (-17862)
CRISPLD2	unnamed (+175491), unnamed (+176691)
CRKL	unnamed (-7051), unnamed (+29424), unnamed (+29874)
CRNKL1	unnamed (-248579), unnamed (-247229), unnamed (-246604)
CROCC	unnamed (-53175), unnamed (-52800), unnamed (-29125)
CROT	unnamed (-62131), unnamed (-14906), unnamed (-14006), unnamed (+120094)
CRTAM	unnamed (-179950), unnamed (-177200), unnamed (-173625), unnamed (-165350), unnamed (-161775), unnamed (-160075), unnamed (-158225), unnamed (-156450), unnamed (-153300), unnamed (-151425), unnamed (-145475), unnamed (-135575), unnamed (-134475), unnamed (-133125), unnamed (-130650), unnamed (-127800), unnamed (-125550), unnamed (-118450), unnamed (-117400), unnamed (-114100), unnamed (-108350), unnamed (-104600), unnamed (-102525), unnamed (-101850), unnamed (-101000), unnamed (-99675), unnamed (-97925), unnamed (-96950), unnamed (-96325), unnamed (-86050), unnamed (-79975), unnamed (-79175), unnamed (-78075), unnamed (-75400), unnamed (-72825), unnamed (-65475), unnamed (-64375), unnamed (-61200)
CRTC1	unnamed (+2997), unnamed (+3497), unnamed (+4847), unnamed (+10497), unnamed (+11422), unnamed (+19347), unnamed (+24397), unnamed (+30172), unnamed (+40397), unnamed (+47947), unnamed (+99497)
CRY2	unnamed (-33881), unnamed (-25806), unnamed (-24256), unnamed (-22431), unnamed (-21181), unnamed (-8056), unnamed (-3106)
CRYBA1	unnamed (+24812)
CRYBA4	unnamed (-2914), unnamed (+19761)
CRYBB1	unnamed (-962), unnamed (+3988), unnamed (+5638)
CRYBB2	unnamed (+148753), unnamed (+150378), unnamed (+165753), unnamed (+172053), unnamed (+176578), unnamed (+214503), unnamed (+234128), unnamed (+268928)
CRYBG2	unnamed (-5220), unnamed (-4595)
CRYGS	unnamed (+51502), unnamed (+69602), unnamed (+70802), unnamed (+133552), unnamed (+171352), unnamed (+178452)
CRYM	unnamed (-51349)
CS	unnamed (+13117)
CSAD	unnamed (+65796), unnamed (+67296)
CSDC2	unnamed (-3688)
CSE1L	unnamed (+119163)
CSF1	unnamed (-121208), unnamed (-19758), unnamed (-13933), unnamed (-8958)
CSF1R	unnamed (-29878), unnamed (+105372)
CSF2	unnamed (+20235), unnamed (+43935)
CSF3R	unnamed (-548347), unnamed (-545322), unnamed (-440797), unnamed (-406197), unnamed (-402597), unnamed (-398172), unnamed (-373247)
CSH1	unnamed (+7178), unnamed (+7528)
CSNK1D	unnamed (-8169), unnamed (+16106)
CSNK1E	unnamed (-31492), unnamed (-29192), unnamed (+13233), unnamed (+26983)
CSNK1G2	unnamed (-29824), unnamed (-28024), unnamed (-26274), unnamed (-20224), unnamed (-18599), unnamed (-16024), unnamed (-13349), unnamed (-12449), unnamed (+15226), unnamed (+60201), unnamed (+66426), unnamed (+68226)
CSNK2A1	unnamed (+14846), unnamed (+15346)
CSNK2A2	unnamed (+20520)
CSNK2A3	unnamed (+452632), unnamed (+454707)
CSPG4	unnamed (-22777)
CSPG5	unnamed (-67283), unnamed (-55908), unnamed (-47733)
CSPP1	unnamed (+143707)
CSRNP1	unnamed (-30125)
CSRNP2	unnamed (-82600)
CSRNP3	unnamed (-194697), unnamed (-190622), unnamed (-188822), unnamed (-187222)
CSRP1	unnamed (-26594), unnamed (+32981)
CSRP2	unnamed (-164140)
CST7	unnamed (-305), unnamed (+770), unnamed (+4245), unnamed (+15520), unnamed (+20820), unnamed (+36920)
CTAGE5	unnamed (+155926)
CTBP2	unnamed (+37790)
CTC1	unnamed (+12819)
CTCFL	unnamed (+114057), unnamed (+118132)
CTDP1	unnamed (-267076), unnamed (-266351), unnamed (-264776), unnamed (-260726), unnamed (-260026), unnamed (-254376), unnamed (-233901), unnamed (-233351), unnamed (-229651), unnamed (-228726), unnamed (-227301), unnamed (-224351), unnamed (-188601), unnamed (-176676), unnamed (-168576), unnamed (-165026), unnamed (-100851), unnamed (-96401), unnamed (-58001), unnamed (-47901), unnamed (+5899)
CTDSPL	unnamed (+44751), unnamed (+46026), unnamed (+69101)
CTHRC1	unnamed (-35340), unnamed (-31565), unnamed (+23185)
CTIF	unnamed (+50942), unnamed (+193542), unnamed (+194692)
CTLA4	unnamed (-55361), unnamed (-51261), unnamed (-45086), unnamed (-42761), unnamed (-13611), unnamed (-8386), unnamed (-7186), unnamed (-1436), unnamed (+5814), unnamed (+8139), unnamed (+12089), unnamed (+15689), unnamed (+21814), unnamed (+24289), unnamed (+26364), unnamed (+27214)
CTNNA1	unnamed (-149798), unnamed (-9398), unnamed (+111702)
CTNNB1	unnamed (-632114), unnamed (-81014), unnamed (+357236), unnamed (+722911)
CTNNBIP1	unnamed (-26937), unnamed (+64538), unnamed (+76063)
CTNNBL1	unnamed (+135294), unnamed (+175019)
CTNS	unnamed (+21221), unnamed (+22046)
CTPS1	unnamed (-92485)
CTR9	unnamed (-9262)
CTRL	unnamed (+12214), unnamed (+12989)
CTSB	unnamed (-7596), unnamed (+13554)
CTSC	unnamed (+6612), unnamed (+7837), unnamed (+33012), unnamed (+70712)
CTSD	unnamed (-60183), unnamed (-4708)
CTSE	unnamed (+20284)
CTSH	unnamed (-74384), unnamed (-69584), unnamed (-67259), unnamed (-63259), unnamed (-49509), unnamed (-42809), unnamed (-13359), unnamed (+17841), unnamed (+19641), unnamed (+21316), unnamed (+22866), unnamed (+34316)
CTSK	unnamed (-31652), unnamed (-27902), unnamed (+23598)
CTSS	unnamed (-18768)
CTSV	unnamed (-105807)
CTSZ	unnamed (+6497)
CTTNBP2NL	unnamed (+60119)
CUL1	unnamed (-270462), unnamed (-269037)
CUL3	unnamed (-444652), unnamed (-412177), unnamed (-323377), unnamed (-50752), unnamed (-26977)
CUL4A	unnamed (+74756)
CUTC	unnamed (+34505)
CUX1	unnamed (+102764), unnamed (+263764)
CUX2	unnamed (+323226), unnamed (+324751)
CWC22	unnamed (-816897), unnamed (-584172), unnamed (-552897), unnamed (-439822), unnamed (-409672), unnamed (-408297), unnamed (-397447), unnamed (-390522), unnamed (-367397), unnamed (-362622), unnamed (-118247)
CWC25	unnamed (-19044)
CWC27	unnamed (+209045), unnamed (+264520), unnamed (+269470), unnamed (+270920), unnamed (+273120), unnamed (+275870), unnamed (+277070), unnamed (+295295), unnamed (+302220), unnamed (+306870), unnamed (+356620), unnamed (+611270), unnamed (+709145)
CX3CR1	unnamed (-9240), unnamed (+79535)
CXCL17	unnamed (-82777), unnamed (-80277), unnamed (-13577)
CXCR4	unnamed (-244282), unnamed (-242182), unnamed (-204432), unnamed (-44532), unnamed (-36932), unnamed (+86243), unnamed (+87918), unnamed (+98593)
CXCR6	unnamed (+21081), unnamed (+31281)
CXXC5	unnamed (+104883)
CYB561A3	unnamed (+10363), unnamed (+17313)
CYB561D1	unnamed (+4686), unnamed (+5386), unnamed (+6536), unnamed (+7411), unnamed (+9986)
CYB5A	unnamed (+129916)
CYB5B	unnamed (+76680), unnamed (+115055), unnamed (+116355)
CYB5D1	unnamed (+8417), unnamed (+9292)
CYB5D2	unnamed (+18744), unnamed (+104919)
CYB5R3	unnamed (-46516)
CYBRD1	unnamed (-9023), unnamed (-7573), unnamed (+8602), unnamed (+41127)
CYFIP1	unnamed (-17065), unnamed (+5585), unnamed (+6935), unnamed (+19635), unnamed (+24635), unnamed (+28735), unnamed (+30310), unnamed (+40685), unnamed (+41610)
CYFIP2	unnamed (+37871), unnamed (+66196), unnamed (+78271)
CYLD	unnamed (-39835), unnamed (-35335), unnamed (-30035), unnamed (-7360), unnamed (+66340), unnamed (+67565)
CYP11B2	unnamed (-94582)
CYP17A1	unnamed (+11558), unnamed (+17508), unnamed (+19083), unnamed (+20758), unnamed (+21333), unnamed (+28583), unnamed (+31658), unnamed (+33908), unnamed (+37983), unnamed (+44908), unnamed (+54433), unnamed (+59683), unnamed (+62383), unnamed (+70883), unnamed (+78583), unnamed (+89958)
CYP19A1	unnamed (+11385), unnamed (+15660), unnamed (+30685), unnamed (+35335), unnamed (+53435)
CYP1B1	unnamed (-268169), unnamed (-185444), unnamed (-53594)
CYP26A1	unnamed (+199560)
CYP26C1	unnamed (-159564)
CYP27A1	unnamed (+29894)
CYP2D6	unnamed (-52119), unnamed (-49944), unnamed (-48694)
CYP2E1	unnamed (-46006)
CYP3A5	unnamed (+55121), unnamed (+56521)
CYS1	unnamed (-21239)
CYSLTR2	unnamed (+107345)
CYSTM1	unnamed (-44192), unnamed (+78558)
CYTH1	unnamed (-16706), unnamed (-7731), unnamed (-1681), unnamed (+97694), unnamed (+98369)
CYTH4	unnamed (+35267), unnamed (+47767), unnamed (+50392), unnamed (+51042), unnamed (+77667), unnamed (+78967), unnamed (+80417), unnamed (+81417), unnamed (+91542)
D2HGDH	unnamed (+6446)
DAB2	unnamed (-695955)
DAB2IP	unnamed (+15698), unnamed (+178073), unnamed (+181448), unnamed (+212423), unnamed (+213273), unnamed (+254498)
DACT1	unnamed (-70904), unnamed (-69229), unnamed (-66104)
DAD1	unnamed (+45544), unnamed (+47169), unnamed (+84719), unnamed (+87944), unnamed (+121044), unnamed (+126919), unnamed (+127894), unnamed (+130919), unnamed (+199794), unnamed (+239569)
DAG1	unnamed (-23657), unnamed (+54643), unnamed (+59318)
DAGLB	unnamed (-12438), unnamed (+50237)
DAP3	unnamed (+69792), unnamed (+72267), unnamed (+74367), unnamed (+140192), unnamed (+140917)
DAPK2	unnamed (+26042)
DARS	unnamed (-44316), unnamed (-42641), unnamed (-31966)
DAZAP1	unnamed (+15637)
DAZL	unnamed (-262210), unnamed (-258360), unnamed (-207285), unnamed (-206835), unnamed (-204260), unnamed (-186410), unnamed (-81910), unnamed (-28885)
DBH	unnamed (-14960)
DBI	unnamed (-101928), unnamed (-29953), unnamed (-26403), unnamed (-25828), unnamed (-23653), unnamed (-18378), unnamed (-8503), unnamed (-7328), unnamed (-3778), unnamed (+2572), unnamed (+4272), unnamed (+6347), unnamed (+9822), unnamed (+10897), unnamed (+16272), unnamed (+18197), unnamed (+31697), unnamed (+35747), unnamed (+40397)
DBN1	unnamed (-17577)
DBNDD1	unnamed (+32453), unnamed (+34178), unnamed (+36203), unnamed (+41503)
DCAF13	unnamed (-20014)
DCAF17	unnamed (-219051), unnamed (-205251), unnamed (-203476), unnamed (-186926), unnamed (-180851), unnamed (-178776), unnamed (-171451), unnamed (-161476), unnamed (-120401), unnamed (-102451), unnamed (-101051), unnamed (-93801), unnamed (-92901), unnamed (-88251)
DCAF4	unnamed (+37418), unnamed (+91693)
DCAF5	unnamed (+8701), unnamed (+13776)
DCAKD	unnamed (-63541), unnamed (-38266), unnamed (-37266), unnamed (-10791)
DCANP1	unnamed (+2673), unnamed (+5073)
DCC	unnamed (-993697), unnamed (-955697), unnamed (-527922), unnamed (-526097), unnamed (-339622), unnamed (-337572)
DCHS1	unnamed (-5721), unnamed (-4596)
DCLK1	unnamed (+421331), unnamed (+435706), unnamed (+437106), unnamed (+470081)
DCLK2	unnamed (-63378), unnamed (+8497), unnamed (+8922), unnamed (+9847), unnamed (+11197), unnamed (+18422), unnamed (+20347), unnamed (+34172), unnamed (+37097), unnamed (+39697), unnamed (+41897), unnamed (+59272), unnamed (+69822), unnamed (+73972), unnamed (+85697), unnamed (+87097), unnamed (+94272), unnamed (+95622), unnamed (+178697), unnamed (+262197)
DCLRE1C	unnamed (+48223)
DCPS	unnamed (+8698)
DCTD	unnamed (+13829)
DCTN1	unnamed (+4105)
DCUN1D1	unnamed (-58357)
DCXR	unnamed (-1818)
DDB1	unnamed (-18184), unnamed (-11234)
DDHD1	unnamed (-396752), unnamed (-232202), unnamed (-225177), unnamed (-202802), unnamed (-61427), unnamed (-37727), unnamed (+13598), unnamed (+20823)
DDI1	unnamed (-17830), unnamed (-1730), unnamed (+27195), unnamed (+28570), unnamed (+93270)
DDIT4	unnamed (-7195)
DDR1	unnamed (-121330), unnamed (-120180), unnamed (-118580), unnamed (-107530), unnamed (-100480), unnamed (-74955), unnamed (-49655)
