A.intersect.value	CLL.A34023.CEMT_4.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34039.CEMT_5.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34078.CEMT_6.H3K36me3.hg38.bwa-sb.IX2845.C4C9JACXX_3_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34942.CEMT_26.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_ACTCTC.FindER2.bed.remDups.bed.intersect.value	CLL.A34949.CEMT_27.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A34956.CEMT_28.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A34963.CEMT_29.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A35240.CEMT_25.H3K36me3.hg38.bwa-sb.IX2652.C3TC1ACXX_2_GCACTT.FindER2.bed.remDups.bed.intersect.value	CLL.A35247.CEMT_30.H3K36me3.hg38.bwa-sb.IX2824.C3YJAACXX_6_GGCTAC.FindER2.bed.remDups.bed.intersect.value	CLL.A60647.CEMT_94.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGCGCT.FindER2.bed.remDups.bed.intersect.value	CLL.A60654.CEMT_95.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_AGTTCC.FindER2.bed.remDups.bed.intersect.value	CLL.A60661.CEMT_96.H3K36me3.hg38.bwa-sb.IX4417.C9587ANXX_2_CCACGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60666.CEMT_97.H3K36me3.hg38.bwa-sb.IX4419.C9587ANXX_4_ATGTCA.FindER2.bed.remDups.bed.intersect.value	EGAN00001091882_EGAX00001135678_EGAR00001139764_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001091897_EGAX00001135685_EGAR00001139767_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001095818_EGAX00001133241_EGAR00001137327_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107643_EGAX00001215952_EGAR00001228603_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001107668_EGAX00001171934_EGAR00001185148_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001173679_EGAX00001133248_EGAR00001137335_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202786_EGAX00001323204_EGAR00001352516_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001291868_EGAR00001320595_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001323211_EGAR00001352511_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001291885_EGAR00001320546_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001323208_EGAR00001352512_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001258588_EGAX00001326464_EGAR00001355737_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265738_EGAX00001272587_EGAR00001300134_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265740_EGAX00001272615_EGAR00001300042_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265741_EGAX00001272623_EGAR00001300050_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265742_EGAX00001272638_EGAR00001300127_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265743_EGAX00001272667_merged3runs_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265744_EGAX00001272688_EGAR00001300081_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265747_EGAX00001272657_EGAR00001300004_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265748_EGAX00001272663_EGAR00001300010_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265749_EGAX00001272652_EGAR00001299999_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272583_EGAR00001300071_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276797_EGAX00001304986_EGAR00001334469_GCBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001276798_EGAX00001304994_EGAR00001334419_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277490_EGAX00001326453_EGAR00001355726_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277491_EGAX00001305063_EGAR00001334390_csMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001277492_EGAX00001305082_EGAR00001334361_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295795_EGAX00001326624_EGAR00001355770_PBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001326575_EGAR00001355825_CLL_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295801_EGAX00001326601_EGAR00001355747_NBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295815_EGAX00001326483_EGAR00001355810_usMBC_H3K36me3_SINGLE.FindER2.bed.intersect.value	GCBC.A68890.CEMT_129.H3K36me3.hg38.bwa-sb.IX5127.CAVYBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70852.CEMT_134.H3K36me3.hg38.IX5208.CAVPBANXX_1_ACAGTG.FindER2.bed.remDups.bed.intersect.value	GCBC.A70859.CEMT_135.H3K36me3.hg38.A70859_2_lanes_dupsFlagged.FindER2.bed.remDups.bed.intersect.value	GCBC.A70866.CEMT_136.H3K36me3.hg38.IX5211.CAVPBANXX_4_ACTGAT.FindER2.bed.remDups.bed.intersect.value	GCBC.A70873.CEMT_137.H3K36me3.hg38.IX5212.CAVPBANXX_5_ATCCTA.FindER2.bed.remDups.bed.intersect.value	GCBC.A70880.CEMT_138.H3K36me3.hg38.IX5214.CAVPBANXX_7_CACTCA.FindER2.bed.remDups.bed.intersect.value
chr12_48916800_48918400	0	0	675	375	0	0	0	0	0	450	0	0	0	400	175	375	375	0	0	0	0	0	0	0	0	1600	375	0	0	0	0	750	1600	0	375	0	0	0	0	400	1575	0	0	525	300	0	0	0	0	0
chr12_49325950_49326500	350	0	0	0	0	0	275	0	0	50	0	350	0	0	0	0	0	275	0	0	50	0	0	0	0	550	550	0	0	0	0	425	550	550	0	550	275	0	0	0	550	0	50	0	550	50	500	550	550	425
chr12_49327500_49328250	0	0	0	0	0	0	150	0	0	0	0	150	0	0	0	0	0	0	0	0	150	450	0	0	0	750	750	0	0	0	0	0	750	750	0	750	0	0	0	0	750	0	0	0	750	750	750	750	750	675
chr12_49328600_49329000	0	0	0	0	0	0	75	0	0	225	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	375	400	0	0	0	0	75	400	400	0	400	0	0	0	0	400	75	0	0	400	0	400	400	400	375
chr12_49331500_49332300	0	0	0	0	0	0	0	0	0	50	0	0	0	450	0	0	0	125	0	0	0	525	0	0	0	125	800	0	0	0	0	0	800	800	0	800	0	0	0	0	800	0	0	0	800	425	800	800	800	450
chr12_49511000_49512000	0	100	0	0	0	0	0	0	0	450	450	0	0	0	600	0	0	0	450	300	750	400	375	0	0	1000	1000	0	100	0	0	0	1000	1000	0	1000	0	0	0	0	975	0	0	0	1000	675	300	1000	1000	825
chr12_49513600_49513900	0	0	0	0	0	0	0	250	0	0	0	0	275	0	50	0	0	0	0	0	0	100	0	0	0	300	300	0	0	0	0	0	300	300	0	125	0	0	0	0	275	0	0	0	300	0	300	300	300	200
chr12_49532600_49533300	0	0	0	675	0	0	25	0	325	0	0	0	0	0	0	0	300	325	0	0	0	300	0	0	0	700	225	525	0	0	0	0	700	700	0	250	0	0	0	0	675	0	0	0	0	0	0	0	0	0
chr12_49979100_49979800	0	0	400	700	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	450	0	0	0	0	675	700	0	0	0	0	0	700	675	0	700	0	0	0	300	700	0	0	0	0	0	0	0	0	0
chr12_53272350_53272900	150	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	400	0	0	550	550	0	0	0	0	0	550	550	0	550	0	0	0	475	525	0	0	0	550	300	550	550	550	550
chr12_53274350_53275300	400	0	0	0	0	0	175	0	325	550	0	0	0	475	475	0	0	0	0	0	0	400	450	0	0	925	950	0	0	0	0	375	950	950	0	950	0	0	0	0	925	0	0	0	950	950	775	950	950	950
chr12_53278650_53278950	300	0	0	225	0	0	150	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	0	0	300	300	300	300	300	300
chr12_53280750_53281250	500	125	0	500	0	0	500	425	375	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	500	500	0	0	0	0	0	500	500	0	500	0	0	0	0	500	0	0	0	500	500	500	500	500	500
chr12_53288150_53288600	0	0	0	0	0	0	0	0	0	425	0	0	0	275	0	0	0	0	0	0	0	450	0	0	0	450	450	0	0	0	50	0	450	450	0	450	0	0	0	0	425	50	0	0	450	0	425	450	450	450
chr12_53293350_53294100	750	375	0	0	0	0	300	0	0	0	75	0	0	0	0	0	0	0	0	0	150	600	0	0	0	750	750	0	0	0	0	225	750	750	225	750	0	0	0	150	750	0	0	0	750	600	750	750	750	750
chr12_55830300_55830600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	300	0	225	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	0	300	0	150	0	0	0	0	0	0	0
chr12_57522750_57523050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	300	0	0	300	300	0	0	0	0	0	300	300	0	300	0	0	0	75	300	300	0	0	0	0	0	0	0	0
chr12_57611400_57611850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr12_57615750_57616150	0	0	0	0	0	0	0	0	0	250	0	0	0	400	0	0	0	0	0	0	0	0	0	300	0	375	0	0	0	0	0	0	400	0	400	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr12_57772600_57772900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	300	300	0	0	300	0	0	0	0	0	0	300	0	0	200	0	0	125	0	275	0	0	0	0	0	0	0	0	0
chr12_57774600_57774900	75	225	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	75	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr12_57865200_57865650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	75	0	0	0	0
chr12_62934600_62935000	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	400	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	0	400	400	0	325	0	0	375	0	0	150	0	0	0	300	0	0
chr12_63843600_63843900	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	300	0	0	0	0	0	225	300	0	0	0	0	0	0	0	300	0	0	150	0	0	0	0	0	0
chr12_65278700_65279050	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	350	0	0	350	0	0	0	0	350	325	0	0	0	0	350	325	350	0	0	0	0	0	0	325	0	325	0	0	0	175	0	0	0
chr12_66368350_66368700	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	225	0	0	0	350	0	350	0	0	0	0	350	0	0	0	0	0	0	350	350	0	0	0	0	0	0	0	0	0
chr12_96517700_96518100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr12_96518600_96523950	0	0	0	525	0	0	0	0	175	0	0	0	0	25	375	0	0	375	600	450	0	375	0	0	0	5325	0	0	0	0	0	300	5350	0	0	0	0	0	0	0	5325	0	0	0	0	600	0	450	450	600
chr12_96524300_96525000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	0	0	675	0	0	0	700	0	0	0	0	0	0	700	0	0	0	0	0	0	0	675	0	0	0	0	325	0	0	0	700
chr12_96525750_96531250	0	0	0	900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	750	0	825	0	0	0	5500	0	0	0	0	0	300	5500	0	0	0	0	0	0	0	3975	0	0	0	2175	375	525	1800	750	2250
chr12_96531800_96543150	0	0	0	175	0	0	0	375	0	0	0	0	0	825	0	450	0	300	0	375	0	675	0	375	0	11350	0	0	0	0	0	0	11350	0	0	0	0	0	0	0	11325	0	0	0	0	825	0	0	25	300
chr12_96543850_96546450	0	375	0	675	0	0	0	525	0	0	0	0	0	0	0	950	0	0	0	300	0	0	0	425	0	2600	0	0	0	0	0	0	2600	0	0	0	0	0	0	0	2600	0	0	0	500	0	0	125	350	125
chr12_96552350_96553000	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	625	0	0	0	0	0	0	650	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0
chr12_96554300_96555600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	375	0	0	0	1300	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	1275	0	0	0	1300	1300	1300	1300	25	1300
chr12_96555800_96557500	0	0	0	0	0	0	0	0	0	375	0	525	0	0	0	525	0	300	0	250	0	325	0	0	0	1675	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	1675	0	0	0	1700	625	1700	550	1700	700
chr12_96564000_96564400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	250	0	0	0	0	0
chr12_96576150_96578100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	675	0	0	0	1950	0	0	0	0	0	0	1950	0	0	0	0	0	0	0	1950	0	0	0	0	450	0	300	150	225
chr12_96580500_96581950	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	175	0	0	0	0	0	0	1450	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	1425	0	0	0	0	1050	0	0	0	0
chr12_96583800_96585900	0	0	0	1125	0	0	300	0	0	0	0	0	0	150	0	0	0	0	0	225	0	300	0	0	0	2100	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0
chr12_96586650_96587650	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	975	0	0	0	0	0	0	0	0	0
chr12_96588200_96588550	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	350	100	250	0	0	0	0	0	325	0	0	0	0	0	0	350	0	25	0	0	0	0	0	300	0	0	0	0	0	0	0	0	0
chr12_96593250_96593650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	400	0	0	0	0
chr12_96593850_96597000	0	0	0	0	0	0	0	0	0	0	0	0	0	750	0	0	0	300	300	525	0	600	0	525	0	3150	0	0	0	0	0	0	3150	0	0	0	0	0	0	0	3150	0	0	0	0	225	0	0	0	0
chr12_96604050_96607450	0	0	0	0	0	0	0	0	0	900	750	0	0	450	0	0	0	300	250	0	0	450	0	0	0	3400	0	0	0	0	0	0	3400	0	0	0	525	0	0	0	3375	0	0	0	0	0	0	0	0	375
chr12_96622800_96624550	0	0	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	1725	0	0	0	0	0	0	0	0	0
chr12_96626700_96627550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	825	0	0	0	0	0	0	850	0	0	0	0	0	0	0	850	0	0	0	0	300	0	0	0	0
chr12_96627750_96629050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	1275	0	0	0	0	0	0	0	0	0
chr12_96657900_96663450	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	600	0	375	0	600	0	0	0	0	0	1725	0	0	0	0	300	0	5550	0	300	0	0	0	0	0	5550	0	0	0	0	450	0	0	0	0
chr12_96666050_96667750	0	0	0	675	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	1700	0	450	0	0	0	0	0	1650	0	0	0	0	400	0	0	0	325
chr12_96676500_96677200	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	700	0	0	0	0	0	0	700	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0
chr12_96678650_96680100	0	0	0	25	0	0	0	0	0	0	0	0	0	675	0	0	0	0	0	525	0	0	0	0	0	1425	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	1425	0	0	0	0	0	0	0	0	0
chr12_96680850_96681550	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	700	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0	0	0
chr12_96682050_96683250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	1200	0	0	0	0	300	0	0	0	0
chr12_96684050_96688200	0	0	0	175	0	0	0	0	0	0	0	0	0	675	0	825	0	0	525	0	0	675	0	0	0	4150	0	0	0	0	0	0	4150	0	300	0	0	0	0	300	4125	0	0	0	0	975	0	0	0	0
chr12_96689600_96689950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	350	0	0	0	0	0	0	0	325	0	0	0	0	100	0	0	0	0
chr12_96692850_96693250	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	300	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0
chr12_96693750_96695250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	825	0	0	600	0	0	0	1500	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	1500	0	0	0	0	225	0	0	0	0
chr12_96708050_96708450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	400	0	0	0	0	0	0	400	0	0	0	400	0	0	0	375	0	0	0	0	0	0	0	0	0
chr12_96709850_96710500	0	0	0	550	400	0	0	0	0	0	0	0	0	400	0	250	0	475	0	0	0	625	0	475	0	625	0	0	0	0	0	0	650	0	0	0	0	0	0	0	625	0	0	0	0	0	0	0	0	0
chr12_96738150_96738600	0	300	0	450	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	450	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr12_96743400_96744100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	675	0	0	0	0	0	0	700	0	450	0	0	0	0	0	700	0	0	0	0	400	0	0	0	0
chr12_96749850_96750250	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	375	0	250	0	0	0	0	400	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0
chr12_96766250_96766750	0	0	0	250	0	0	0	0	0	25	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	0	0	0	500	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0
chr12_96770400_96771100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	75	0	0	0	700	0	0	0	0	0	0	675	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0
chr12_103900550_103900950	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	400	0	0	0	0	300	0	0	0	400	0	0	0	400	225	300	400	0	0	0	0	0	0	150	375	300	400	0	0	25	0	0	0	0
chr12_103903200_103903550	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	0	0	0	0	0	0	0	0	350	0	275	0	0	0	0	350	0	0	0	0	0	0	0	350	0	0	125	0	0	0	0	0	0
chr12_105025200_105025400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	200	0	125	0	0	200	0	0	0	0	0	200	200	0	0	200	0	0	0	200	200	0	0	200	0	0	0	0	0	0
chr12_105028600_105029550	50	0	125	525	50	375	0	675	600	0	50	575	575	675	0	0	0	0	0	0	0	350	275	0	0	950	0	0	0	0	450	0	950	0	0	0	0	0	375	0	950	0	0	375	0	0	0	575	0	0
chr12_105029700_105030600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0	0	0	825	0	0	0	900	0	0	0	0	0	0	900	0	600	0	0	0	0	0	900	0	0	0	525	900	900	750	750	375
chr12_105031650_105032850	0	0	1200	825	0	0	375	375	825	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	1200	0	75	150	0	0	0	0	1200	0	0	0	375	0	600	0	375	0
chr12_105033550_105034650	0	0	0	75	0	0	0	0	0	0	0	0	0	0	50	0	0	0	50	200	0	350	0	0	0	1100	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	1100	0	0	0	600	275	0	350	650	725
chr12_105035300_105035700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	400	0	0	0	0	0	0	0	375	0	0	0	175	0	400	0	0	0
chr12_105036600_105041050	0	0	375	1425	300	0	0	450	0	300	0	675	0	375	0	375	750	0	25	0	0	600	0	525	300	4450	0	0	0	0	0	0	4450	0	0	0	0	375	0	0	4425	0	0	450	300	600	0	375	900	525
chr12_105041800_105041900	0	0	0	0	0	0	0	0	0	0	0	100	50	0	0	100	0	0	50	100	0	100	0	0	50	100	0	100	0	0	0	0	100	0	0	0	0	0	100	0	100	0	0	100	50	0	0	0	0	0
chr12_105042650_105043250	0	0	200	0	0	0	0	0	0	0	200	275	0	0	0	0	0	0	300	0	0	500	0	0	0	600	0	0	0	0	0	0	600	0	0	0	0	0	0	575	575	0	0	0	400	600	0	475	325	600
chr12_105043450_105047100	0	0	50	375	0	0	0	0	0	0	0	125	0	0	0	525	0	0	825	0	0	300	0	0	0	3650	0	0	0	0	0	0	3650	0	0	0	0	1025	0	125	3650	0	0	0	500	50	1725	225	600	50
chr12_105047550_105048350	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	375	0	0	0	225	0	0	0	800	0	0	0	0	0	300	800	300	0	0	0	0	0	0	800	0	0	0	800	800	800	800	800	800
chr12_105048700_105049850	0	0	0	0	0	0	0	0	350	0	0	0	0	375	0	0	0	0	0	0	0	725	0	275	0	1150	0	0	200	0	0	0	1150	0	0	0	0	0	0	350	1150	0	0	350	0	50	350	500	350	425
chr12_105049950_105050700	0	0	375	0	0	0	0	0	0	0	450	675	375	600	300	0	300	0	0	0	0	150	600	0	0	750	0	0	375	0	0	0	750	0	0	0	0	0	0	0	750	0	0	0	750	600	675	0	675	375
chr12_105050900_105052200	0	0	100	0	0	0	0	525	0	0	0	0	25	0	0	0	0	0	0	450	300	375	0	0	0	1300	0	0	0	300	450	0	1300	0	0	0	0	0	0	0	1275	0	0	0	475	0	450	400	475	0
chr12_105052550_105053200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	100	0	0	0	650	0	0	0	0	0	0	650	0	0	0	0	0	0	0	600	0	0	0	0	400	0	0	0	550
chr12_105054150_105054800	0	0	0	125	0	0	0	0	0	0	0	50	0	600	0	0	0	150	75	425	125	0	0	0	0	650	0	0	0	0	50	0	650	0	0	0	0	0	0	0	650	0	0	0	425	650	425	200	200	650
chr12_105055200_105057000	0	0	0	0	0	0	0	0	0	0	75	75	1050	825	900	225	0	0	0	0	0	375	0	0	0	1800	0	0	0	0	225	525	1800	0	0	0	0	0	0	0	1800	0	0	0	1800	1800	1800	1800	1800	1800
chr12_105057200_105071800	0	0	375	750	525	0	0	525	525	300	0	0	300	525	0	100	375	825	0	600	0	325	0	450	375	14600	0	300	525	0	0	450	14600	0	300	0	0	0	0	0	14550	0	300	0	1600	1600	1450	1450	1600	525
chr12_105073250_105074250	0	375	0	525	0	225	0	0	0	825	450	0	0	0	0	0	0	0	0	0	0	450	0	0	0	975	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0
chr12_108515650_108516150	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	200	0	0	0	200	0	500	0	0	500	500	0	0	0	0	0	500	125	0	350	0	0	0	0	500	500	0	0	0	0	0	0	0	0
chr12_111767000_111767350	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	350	350	0	0	250	0	0	0	0	325	0	0	0	0	0	0	350	250	0	350	0	0	0	0	325	0	0	0	0	0	0	0	0	0
chr12_112938450_112938750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	300	0	300	0	0	300	0	0	0	0	0	0	300	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0
chr12_113100000_113100400	175	0	0	0	0	0	0	0	0	0	400	0	0	0	75	0	0	0	0	0	400	325	0	0	0	375	400	75	0	0	0	0	400	400	75	400	0	0	0	0	400	0	150	0	400	0	0	250	400	175
chr12_113108400_113108700	0	300	0	300	150	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	300	225	0	0	0	300	300	150	0	0	0	0	300	300	75	300	0	0	0	0	300	0	0	0	300	0	0	0	0	0
chr12_113109350_113109950	0	0	175	0	0	0	0	0	0	0	125	0	0	0	0	175	0	0	0	0	600	350	0	0	0	600	600	575	0	0	0	0	600	600	0	600	0	0	0	0	575	0	200	0	25	0	0	0	0	0
chr12_113112550_113113200	0	150	0	0	0	0	0	0	0	650	650	0	0	75	0	0	0	650	0	0	200	0	0	0	0	650	650	0	0	0	0	0	650	650	0	650	225	0	0	0	500	0	0	0	450	0	0	0	0	0
chr12_113114050_113114400	0	350	350	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	350	350	0	0	0	350	350	0	0	0	0	0	350	350	0	350	0	0	0	0	350	0	0	0	350	0	0	0	225	0
chr12_113115900_113117250	0	675	0	0	0	0	0	0	0	975	1350	0	0	75	0	0	0	525	0	300	1350	525	0	0	0	1350	1350	0	0	0	0	225	1350	1350	300	1350	0	0	0	375	1350	0	375	0	1050	375	0	900	525	0
