A.dname	CLL_25.bed.combine.5mC.CpG.dname	CLL_26.bed.combine.5mC.CpG.dname	CLL_27.bed.combine.5mC.CpG.dname	CLL_28.bed.combine.5mC.CpG.dname	CLL_28.large.bed.combine.5mC.CpG.dname	CLL_28.small.bed.combine.5mC.CpG.dname	CLL_29.bed.combine.5mC.CpG.dname	CLL_30.bed.combine.5mC.CpG.dname	CLL_30.large.bed.combine.5mC.CpG.dname	CLL_30.small.bed.combine.5mC.CpG.dname	CLL_4.bed.combine.5mC.CpG.dname	CLL_5.bed.combine.5mC.CpG.dname	CLL_6.bed.combine.5mC.CpG.dname	CLL_94.bed.combine.5mC.CpG.dname	CLL_95.bed.combine.5mC.CpG.dname	CLL_96.bed.combine.5mC.CpG.dname	CLL_97.bed.combine.5mC.CpG.dname	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.dname	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.dname	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.dname	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.dname	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.dname	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.dname	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.dname	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.dname	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.dname	EGAN00001235812:MBC.2:csMBC.bed.combine.5mC.CpG.dname	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.dname	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.dname	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.dname	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.dname	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.dname	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.dname	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.dname	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.dname	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.dname	EGAN00001286337:NBC.6:NC11_83.bed.combine.5mC.CpG.dname	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.dname	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.dname	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.dname	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.dname	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.dname	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.dname	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.dname	GCBC_129.bed.combine.5mC.CpG.dname	GCBC_134.bed.combine.5mC.CpG.dname	GCBC_135.bed.combine.5mC.CpG.dname	GCBC_136.bed.combine.5mC.CpG.dname	GCBC_137.bed.combine.5mC.CpG.dname	GCBC_138.bed.combine.5mC.CpG.dname
chr1_203343450_203352250	0.576337	0.541903	0.489353	0.522160	0.531809	0.532176	0.582856	0.575425	0.517712	0.528629	0.453897	0.446599	0.439462	0.517853	0.466848	0.426570	0.600892	0.830167	0.809347	0.690706	0.729194	0.842650	0.813374	0.813208	0.731236	0.513195	0.699913	0.824359	0.607251	0.818651	0.819203	0.736494	0.804787	0.593288	0.584630	0.741828	0.726690	0.726029	0.721819	0.699701	0.728626	0.398985	0.433175	0.519506	0.815328	0.560773	0.404703	0.514115	0.722874	0.717880	0.762583	0.711045	0.697820	0.621413
chr1_203360850_203361900	0.553888	0.488225	0.478654	0.629318	0.623671	0.610971	0.587946	0.639750	0.609430	0.622459	0.567569	0.496276	0.429972	0.553990	0.594723	0.615185	0.769521	0.861906	0.883091	0.793291	0.800049	0.869737	0.878287	0.836210	0.831896	0.629999	0.820382	0.913605	1.000000	0.914097	0.896390	0.888408	0.888436	0.764648	0.731863	0.866022	0.843583	0.843225	0.817821	0.720502	0.792828	0.575534	0.610531	0.576198	0.896737	0.705504	0.523357	0.641539	0.742456	0.846358	0.775475	0.810299	0.823805	0.770814
chr1_203362650_203363250	0.410728	0.434640	0.363127	0.735185	0.784848	0.712752	0.595607	0.452482	0.508616	0.560254	0.482759	0.395142	0.352941	0.314286	0.308333	0.537037	0.400000	0.952614	0.976763	0.666667	0.825000	0.916756	0.974926	0.954955	0.872222	0.612617	0.912301	0.966667	1.000000	0.922805	0.949941	0.894676	0.969697	0.830334	0.735417	0.870854	0.878908	0.919974	0.816436	0.741176	0.763348	0.386546	0.502057	0.756220	0.976241	0.413333	0.465883	0.541667	0.749423	0.843854	0.852903	0.929476	0.861436	0.787779
chr1_203364600_203365050	0.964216	0.631169	0.796436	0.700000	0.641579	0.618178	0.517204	0.801038	0.810144	0.798150	0.738246	0.541092	0.871702	0.712698	0.657215	0.927674	0.474301	0.473709	0.613828	0.716665	0.866576	0.849112	0.536563	0.498324	0.709199	0.606903	0.655828	0.769698	0.662390	0.443952	0.463766	0.716014	0.730709	0.577094	0.646496	0.782075	0.728231	0.681162	0.637741	0.702576	0.626159	0.753094	0.648893	0.657442	0.751549	0.664102	0.311106	0.762084	0.605751	0.749026	0.601169	0.475555	0.774323	0.606495
chr1_203367000_203367750	-0.000000	0.000000	0.062083	0.000000	0.031250	-0.000000	0.173285	-0.000000	-0.000000	-0.000000	0.000000	0.035737	-0.000000	0.000000	0.069444	0.022727	0.000000	0.714547	0.786356	0.485673	0.476974	0.722327	0.934759	0.882911	0.510866	0.378152	0.491835	0.769384	0.381547	0.932360	0.871160	0.436046	0.780875	0.502624	0.294008	0.360715	0.530014	0.494305	0.567486	0.460240	0.501001	0.011117	0.031391	0.107664	0.778953	0.006410	0.053969	0.049020	0.457435	0.446920	0.479498	0.502192	0.628274	0.533010
chr1_203379800_203380550	0.378289	0.104167	0.035562	0.332767	0.326087	0.354741	0.244768	0.242391	0.229729	0.235870	0.106208	0.055742	0.270270	0.000000	0.142857	0.289473	0.152174	0.904167	0.912973	0.754839	0.893137	0.835749	0.936952	0.875194	0.705215	0.450192	0.777573	0.855691	1.000000	0.901491	0.939423	0.811086	0.928205	0.607557	0.545204	0.852273	0.760425	0.744048	0.833960	0.637458	0.812500	0.072028	0.020000	0.207042	0.972120	0.181393	0.078671	0.323334	0.760257	0.685268	0.781834	0.703273	0.673232	0.660854
chr1_203381550_203383750	0.599279	0.557491	0.533173	0.568104	0.567554	0.556105	0.613059	0.525756	0.502921	0.489946	0.488245	0.465119	0.557782	0.579864	0.523643	0.536372	0.511853	0.924780	0.900709	0.732791	0.788772	0.889434	0.932754	0.931384	0.803645	0.645979	0.761139	0.904569	0.833333	0.906659	0.922719	0.835428	0.897547	0.760542	0.646685	0.805200	0.828821	0.830375	0.806910	0.789969	0.783156	0.597757	0.553689	0.579855	0.917503	0.613420	0.452450	0.602281	0.788285	0.824221	0.846055	0.788511	0.787252	0.734943
chr1_203403150_203403600	0.900154	1.000000	0.965321	0.975000	0.966666	0.934848	0.933334	0.983871	0.969245	0.972973	0.955556	0.978066	0.706097	0.951767	0.990566	0.974021	0.954546	0.853663	0.980392	0.990826	0.941017	0.972254	0.947054	0.989130	0.887473	0.793395	0.884472	0.941519	NAN	0.924074	0.972758	0.936724	0.962752	0.814889	0.802448	0.958696	0.916175	0.922029	0.984578	0.919472	0.752190	0.949243	0.915769	0.959393	0.972222	0.938691	0.977778	0.940476	0.880952	0.881579	0.933321	0.914021	0.925357	0.914063
chr1_203408600_203409300	0.682143	0.728125	0.670092	0.845238	0.827009	0.824265	0.702341	0.682518	0.671449	0.689751	0.830058	0.632186	0.606207	0.729167	0.413194	0.666954	0.697742	0.945098	0.864761	0.672087	0.755352	0.902590	0.909874	0.924689	0.726367	0.567385	0.704496	0.934101	0.622766	0.894165	0.899632	0.772255	0.883559	0.604420	0.580202	0.815269	0.743534	0.734217	0.698991	0.707977	0.844018	0.671279	0.706068	0.614195	0.919836	0.738172	0.518150	0.676699	0.695639	0.730866	0.698677	0.732501	0.719222	0.684688
chr1_203424800_203427750	0.579685	0.586763	0.636156	0.608051	0.632397	0.585995	0.612974	0.626114	0.627749	0.612794	0.523576	0.498852	0.430177	0.546045	0.585175	0.497639	0.546743	0.880800	0.876501	0.648578	0.725252	0.868208	0.910008	0.899065	0.737577	0.498736	0.666452	0.852213	0.696837	0.908442	0.895239	0.761510	0.853705	0.599521	0.557542	0.737413	0.725852	0.719748	0.678943	0.696724	0.746090	0.573666	0.620024	0.552183	0.861454	0.628320	0.533392	0.635480	0.698847	0.751541	0.720027	0.693175	0.723311	0.611566
chr1_203427900_203431050	0.481190	0.482761	0.470065	0.538939	0.529170	0.541533	0.527552	0.545907	0.509964	0.499106	0.497016	0.388382	0.346622	0.461338	0.482588	0.448182	0.389903	0.874145	0.900230	0.677471	0.734682	0.869488	0.903103	0.907306	0.738208	0.516497	0.682853	0.871522	0.574297	0.910182	0.911036	0.751084	0.864890	0.613759	0.588089	0.733061	0.739212	0.757852	0.747678	0.683395	0.767085	0.464790	0.484969	0.481839	0.863185	0.498111	0.421213	0.529167	0.726660	0.753045	0.737970	0.710443	0.726631	0.669791
chr1_203439450_203439800	0.792857	0.696429	0.635015	0.776970	0.755820	0.766765	0.665008	0.774035	0.724184	0.819729	0.851034	0.766816	0.474350	0.659722	0.615579	0.837474	0.881236	0.923212	0.929269	0.760730	0.841740	0.951982	0.934749	0.935450	0.832531	0.586532	0.795705	0.946398	NAN	0.950532	0.939962	0.883945	0.924387	0.740415	0.685159	0.870455	0.852575	0.842008	0.814561	0.807152	0.846048	0.666872	0.729011	0.774767	0.927940	0.704333	0.625680	0.762583	0.778047	0.778794	0.841304	0.809779	0.763895	0.715617
chr1_203440950_203441700	0.364348	0.201822	0.238560	0.240349	0.239330	0.233367	0.560523	0.356410	0.234922	0.246525	0.399514	0.251225	0.122658	0.208190	0.281177	0.344837	0.293939	0.821596	0.799248	0.514243	0.615308	0.700218	0.793589	0.749372	0.682888	0.306594	0.560419	0.768833	0.471726	0.779173	0.748684	0.686651	0.764532	0.440717	0.462005	0.670098	0.659921	0.695355	0.570391	0.676461	0.641225	0.228085	0.253033	0.324667	0.791140	0.340850	0.151291	0.338153	0.644919	0.663570	0.710844	0.610436	0.577690	0.562923
chr1_203446700_203447100	0.955840	0.938889	0.634083	0.969381	0.925926	0.952101	0.693578	0.907843	0.679012	0.734817	0.873457	0.600178	0.333333	0.929630	0.496241	0.799749	0.620000	0.923202	0.954751	0.479397	0.805389	0.902412	0.952887	0.966221	0.656079	0.239287	0.658253	0.897954	0.600000	0.917379	0.933919	0.815939	0.922266	0.370059	0.398611	0.764301	0.760346	0.766827	0.705425	0.727175	0.847381	0.827839	0.451537	0.478578	0.975407	0.318850	0.327485	0.853372	0.669345	0.679804	0.636082	0.520460	0.681367	0.642063
chr1_203450300_203451000	0.695169	0.524072	0.413519	0.664496	0.699669	0.738458	0.500156	0.612025	0.578509	0.582060	0.479194	0.581342	0.631705	0.661829	0.640921	0.689735	0.663429	0.825969	0.849662	0.684601	0.785502	0.854252	0.821579	0.813113	0.772843	0.570227	0.685181	0.850234	0.735119	0.795844	0.809830	0.787845	0.797695	0.647384	0.622957	0.761898	0.773748	0.760369	0.759450	0.717995	0.812900	0.593443	0.434273	0.646600	0.889571	0.728749	0.380095	0.836815	0.786849	0.802129	0.797304	0.707343	0.813908	0.676606
chr1_203454750_203456200	0.769659	0.854586	0.742931	0.889688	0.847081	0.846133	0.788195	0.732856	0.791513	0.755294	0.836384	0.741269	0.818199	0.756660	0.723391	0.842021	0.712390	0.942334	0.917308	0.862700	0.879737	0.943712	0.932048	0.925097	0.886975	0.734444	0.892019	0.948118	0.845761	0.934466	0.931950	0.911057	0.904318	0.805503	0.795450	0.914777	0.896076	0.876058	0.881014	0.850824	0.794717	0.765136	0.741529	0.885529	0.915588	0.902647	0.646584	0.819856	0.873292	0.893374	0.908838	0.879370	0.885843	0.864584
chr1_203458800_203459650	0.344352	0.157212	0.417827	0.109563	0.131253	0.102194	0.460654	0.030136	0.036274	0.014176	0.481092	0.289530	0.350967	0.241800	0.408496	0.261970	0.094504	0.849485	0.848776	0.536622	0.553625	0.770543	0.901701	0.876840	0.586949	0.462308	0.542265	0.789030	0.590179	0.917772	0.901632	0.645187	0.805403	0.512901	0.486035	0.536837	0.656899	0.686797	0.596225	0.635147	0.659464	0.375541	0.309880	0.317749	0.809347	0.280699	0.194003	0.146818	0.553807	0.654709	0.658070	0.599238	0.661019	0.494186
chr1_203459850_203461450	0.466641	0.402490	0.397775	0.444513	0.443276	0.433728	0.340135	0.410768	0.338574	0.406853	0.410250	0.371828	0.401087	0.373190	0.358743	0.429783	0.396182	0.861770	0.848368	0.612470	0.638194	0.762658	0.852717	0.809516	0.633257	0.526601	0.630392	0.809123	0.598768	0.885906	0.877154	0.660694	0.762630	0.575273	0.572470	0.662220	0.669925	0.643582	0.607740	0.585248	0.596332	0.346252	0.408013	0.484891	0.751411	0.415684	0.413870	0.427860	0.562603	0.622828	0.688357	0.582102	0.674350	0.569918
chr1_203462550_203467150	0.549891	0.530023	0.468897	0.569986	0.590916	0.582689	0.589616	0.559670	0.548672	0.555593	0.467187	0.498856	0.517287	0.449189	0.513655	0.545274	0.508933	0.874135	0.873681	0.717341	0.784774	0.862882	0.876939	0.880190	0.742127	0.547787	0.755797	0.867895	0.782716	0.865640	0.871250	0.784272	0.862712	0.628903	0.612697	0.817298	0.770570	0.779992	0.733235	0.697594	0.759737	0.501792	0.502124	0.560682	0.871019	0.583587	0.475263	0.600744	0.710170	0.751165	0.741863	0.712790	0.740191	0.663630
chr1_203469600_203470350	0.424438	0.329584	0.121459	0.467238	0.460984	0.416509	0.137312	0.158333	0.157028	0.157346	0.146100	0.148254	0.047887	0.284890	0.131250	0.531170	0.164382	0.390028	0.422198	0.396972	0.428977	0.378017	0.359882	0.398181	0.372844	0.250082	0.411471	0.381705	0.125325	0.343432	0.398798	0.392814	0.415017	0.354737	0.314539	0.325783	0.329811	0.406299	0.359121	0.313828	0.338396	0.231210	0.094894	0.143983	0.340361	0.359234	0.088635	0.351384	0.288200	0.348427	0.393009	0.405238	0.371577	0.334109
chr1_203475600_203482300	0.501158	0.449960	0.470163	0.417440	0.446365	0.428022	0.431047	0.532666	0.537892	0.527239	0.470770	0.423028	0.364280	0.510129	0.397741	0.484614	0.487506	0.875314	0.855305	0.601940	0.703825	0.900343	0.913172	0.884976	0.709068	0.461664	0.635136	0.858631	0.668977	0.910803	0.900108	0.733929	0.852681	0.579672	0.560149	0.733726	0.712115	0.710157	0.683074	0.650806	0.720368	0.373614	0.380236	0.519572	0.844734	0.461231	0.347307	0.527213	0.638235	0.732410	0.704619	0.682806	0.721967	0.619511
chr1_203483750_203484250	0.868551	0.964172	0.895994	0.914103	0.944576	0.926025	0.921698	0.799709	0.828583	0.782715	0.875000	0.845403	0.692372	0.890758	0.827516	0.906424	0.805556	0.951018	0.966014	0.892409	0.897316	0.967682	0.951985	0.960043	0.925641	0.775236	0.895588	0.967078	0.938776	0.953590	0.959502	0.917934	0.946264	0.852946	0.799567	0.920293	0.902353	0.890155	0.899515	0.881832	0.921138	0.854226	0.879981	0.928633	0.962631	0.763357	0.864694	0.890445	0.905352	0.877024	0.927310	0.912082	0.905502	0.910596
chr1_203485350_203485950	0.871926	0.597751	0.822253	0.725843	0.743060	0.761387	0.700982	0.863642	0.890536	0.900397	0.867025	0.761521	0.617142	0.794066	0.427957	0.722564	0.647591	0.852999	0.902561	0.659127	0.836421	0.874408	0.876286	0.900345	0.827604	0.628437	0.692849	0.867203	-0.000000	0.883607	0.881329	0.783583	0.878587	0.744628	0.687901	0.846186	0.802415	0.798182	0.799816	0.718140	0.877641	0.762660	0.861331	0.546870	0.887189	0.756171	0.606318	0.729431	0.784665	0.865563	0.784098	0.783537	0.850301	0.772003
chr1_203486600_203490000	0.471561	0.475052	0.449715	0.470412	0.487077	0.476622	0.384590	0.462371	0.429915	0.425691	0.359364	0.418551	0.417513	0.517747	0.456356	0.525154	0.491409	0.643802	0.631918	0.549598	0.574896	0.664599	0.638124	0.637929	0.582098	0.502139	0.562039	0.648636	0.553536	0.632877	0.629272	0.598469	0.650043	0.521630	0.525140	0.594316	0.588129	0.588698	0.563126	0.560108	0.537278	0.457578	0.415917	0.515143	0.657023	0.496006	0.418390	0.499225	0.550996	0.581091	0.570327	0.553758	0.583329	0.543180
chr1_203507250_203507550	0.330303	0.222222	0.087261	0.259259	0.296296	0.270833	0.403419	0.185185	0.403175	0.240741	0.157895	0.173333	0.291667	-0.000000	-0.000000	0.300000	0.166667	0.905318	0.915459	0.551808	0.741413	0.630952	0.466247	0.545734	0.728679	0.406842	0.678018	0.654296	NAN	0.934777	0.872292	0.712002	0.888210	0.523761	0.426715	0.416463	0.684352	0.636310	0.357750	0.576985	0.595556	0.160720	0.209691	0.144428	0.886905	0.291797	0.057471	0.303419	0.575293	0.800638	0.673598	0.710526	0.592042	0.302505
chr1_203511950_203515050	0.234116	0.296178	0.161021	0.354893	0.402578	0.366130	0.124943	0.149106	0.172029	0.164053	0.157212	0.225852	0.147939	0.189497	0.157071	0.285202	0.225564	0.807613	0.818738	0.713460	0.725239	0.847070	0.794093	0.831471	0.734133	0.612012	0.733885	0.824317	0.783333	0.785254	0.833659	0.785513	0.840225	0.692233	0.639937	0.754949	0.754205	0.737374	0.744195	0.690983	0.746317	0.152335	0.158949	0.276677	0.837121	0.409246	0.158089	0.362455	0.737502	0.757144	0.754730	0.748527	0.737949	0.717437
chr1_203555250_203556900	0.273091	0.217819	0.090689	0.327488	0.320920	0.287441	0.016882	0.199703	0.170535	0.210610	0.056231	0.203994	0.195628	0.233801	0.167119	0.316692	0.361645	0.926525	0.941944	0.696628	0.782786	0.939888	0.937921	0.923876	0.749870	0.558803	0.718097	0.926645	0.561111	0.939678	0.927988	0.808130	0.926982	0.646200	0.640153	0.807798	0.779314	0.784563	0.759082	0.715422	0.850050	0.124510	0.116842	0.229164	0.911128	0.298005	0.111158	0.330988	0.719009	0.800538	0.787142	0.695277	0.751533	0.616663
chr1_203627500_203629100	0.034409	0.013889	0.004629	0.010154	0.002597	0.009499	0.000000	0.016048	0.007716	0.006151	0.004040	0.008908	0.010088	0.005586	0.006044	0.015712	0.000000	0.016981	0.015502	0.196695	0.232601	0.007960	0.023801	0.025927	0.039127	0.178405	0.141334	0.059194	-0.000000	0.031327	0.025269	0.032501	0.017807	0.184918	0.166831	0.227514	0.055640	0.039654	0.050163	0.039064	0.017155	0.000000	0.001775	0.003737	0.034893	0.004359	0.000000	0.022145	0.028972	0.058407	0.065090	0.064069	0.068113	0.066095
chr1_203630100_203631450	0.182540	0.140000	0.195257	0.209524	0.216667	0.207486	0.127994	0.205882	0.190353	0.178363	0.164112	0.194775	0.179000	0.196212	0.141667	0.178933	0.190417	0.838998	0.793362	0.635595	0.670342	0.803859	0.908326	0.878120	0.700879	0.717435	0.721089	0.788771	-0.000000	0.882667	0.847801	0.665485	0.797826	0.681049	0.587174	0.742696	0.756613	0.695920	0.724313	0.709302	0.590110	0.189618	0.214695	0.242401	0.830006	0.209667	0.150615	0.355138	0.767703	0.775688	0.689234	0.724011	0.674417	0.722828
chr1_203643000_203643300	0.694240	0.829167	0.931287	0.803846	0.810049	0.744493	0.710827	0.796875	0.827922	0.783881	0.883333	0.869463	0.673752	0.790909	0.776154	0.721217	0.892857	0.972953	0.962038	0.772241	0.864476	0.905742	0.972563	0.929602	0.864286	0.743929	0.854672	0.924901	NAN	0.965093	0.928251	0.788519	0.922671	0.820793	0.805161	0.922978	0.844398	0.810603	0.813513	0.841215	0.887154	0.843834	0.838294	0.687701	0.918117	0.734488	0.864815	0.842897	0.838333	0.755495	0.790002	0.722802	0.738865	0.702395
chr1_203675550_203675900	0.496898	0.432266	0.394179	0.487817	0.466667	0.468670	0.121554	0.511920	0.462331	0.463268	0.361642	0.462276	0.477839	0.476190	0.302381	0.492284	0.386738	0.444940	0.451196	0.485407	0.483566	0.433700	0.367343	0.468473	0.451584	0.569625	0.519818	0.475887	NAN	0.327234	0.461992	0.472031	0.458858	0.517890	0.532398	0.585852	0.496154	0.443742	0.442432	0.350560	0.425694	0.360055	0.285329	0.457046	0.455803	0.420993	0.344518	0.447650	0.427128	0.490675	0.480947	0.469864	0.489266	0.539210
chr1_203676300_203676400	0.875000	0.642857	1.000000	1.000000	1.000000	1.000000	0.866667	0.900000	0.928571	1.000000	0.925926	0.964286	0.909091	0.047619	0.857143	0.578947	1.000000	0.942029	0.962963	0.661111	0.832402	0.839080	0.903704	0.925000	0.838926	0.684932	0.692308	0.767677	NAN	0.923077	0.982456	0.747368	0.827160	0.598039	0.560000	0.845528	0.726316	0.780488	0.681319	0.715909	0.767442	0.906250	0.900000	0.450000	0.777778	0.575758	0.393939	0.923077	0.807692	0.826087	0.695652	0.884615	0.757576	0.851852
chr1_203683150_203683300	0.875844	0.789021	0.908421	0.970794	0.971825	0.973782	0.774318	0.937454	0.973545	0.932107	0.929293	0.955198	0.774136	0.986111	0.949561	0.879630	0.963393	0.968650	0.967048	0.924378	0.943673	0.965282	0.958824	0.953733	0.947535	0.912878	0.948160	0.964489	NAN	0.958381	0.968948	0.939969	0.950981	0.936362	0.943457	0.941738	0.932854	0.929124	0.879161	0.787913	0.764000	0.906369	0.953046	0.932449	0.944718	0.981302	0.976037	0.980087	0.943167	0.960317	0.919462	0.929470	0.909887	0.930359
chr1_203762900_203763750	0.831329	0.795602	0.520688	0.863314	0.864323	0.837342	0.592789	0.771340	0.810387	0.806968	0.746167	0.764806	0.758724	0.797534	0.802728	0.775074	0.721930	0.959220	0.943229	0.952834	0.958455	0.927265	0.931996	0.915554	0.940774	0.902577	0.957959	0.945405	NAN	0.957071	0.962457	0.861743	0.926906	0.910594	0.914724	0.951213	0.910300	0.858754	0.931289	0.888804	0.845908	0.619634	0.797378	0.856339	0.963805	0.803502	0.653842	0.803092	0.899671	0.880152	0.945003	0.944270	0.947450	0.887924
chr1_203818950_203821050	0.915587	0.896478	0.827177	0.910050	0.919698	0.907363	0.873566	0.870709	0.875690	0.877013	0.849872	0.811012	0.924307	0.799513	0.806386	0.865419	0.871459	0.927259	0.951148	0.918464	0.938715	0.932507	0.959191	0.960099	0.933724	0.943711	0.957381	0.959631	1.000000	0.949990	0.948848	0.927767	0.926397	0.938076	0.913205	0.934141	0.945765	0.952684	0.946517	0.852778	0.753629	0.843360	0.869757	0.908287	0.963033	0.907416	0.756876	0.894133	0.936126	0.931110	0.938904	0.930987	0.939243	0.923590
chr1_205273950_205274850	0.329343	0.036650	0.123045	0.333698	0.297582	0.326257	0.145310	0.201299	0.027778	0.145452	0.064874	0.134015	0.142377	0.094742	0.020833	0.199939	0.031250	0.668337	0.693502	0.734772	0.655032	0.710476	0.940854	0.924920	0.693966	0.720874	0.661132	0.616114	0.500000	0.939501	0.927363	0.638489	0.693230	0.736214	0.702473	0.615843	0.666582	0.642274	0.650603	0.540883	0.545200	0.176346	0.086320	0.276872	0.696696	0.376812	0.075684	0.166068	0.671487	0.669571	0.753574	0.675642	0.662855	0.717957
chr1_205292500_205292950	0.955786	0.821261	0.730681	0.851313	0.868939	0.901245	0.877509	0.901847	0.880787	0.934740	0.789745	0.841968	0.870794	0.896378	0.686596	0.744244	0.866067	0.945864	0.958253	0.963931	0.960849	0.962418	0.960619	0.947849	0.932917	0.917536	0.950781	0.952550	1.000000	0.948980	0.960815	0.930546	0.944500	0.933744	0.921863	0.955517	0.954843	0.947255	0.926634	0.842677	0.781693	0.827227	0.764215	0.911329	0.934934	0.886246	0.777473	0.907465	0.940201	0.948047	0.933105	0.911982	0.938561	0.929249
chr1_205300450_205301000	0.368829	0.055855	0.023183	0.028106	0.094287	0.015578	0.002924	0.150234	0.081388	0.007430	0.025833	0.025581	0.014784	0.072303	0.004279	0.056077	0.001736	0.875012	0.828905	0.624016	0.586852	0.918691	0.880993	0.880084	0.742615	0.651729	0.621532	0.839625	NAN	0.896428	0.864366	0.766407	0.862081	0.722171	0.575805	0.624506	0.839785	0.806384	0.692852	0.691535	0.746825	0.044592	0.023665	0.189298	0.849674	0.391153	0.028048	0.028829	0.683013	0.775792	0.765444	0.739450	0.806005	0.698447
chr1_206031400_206031700	0.496258	0.490058	0.109236	0.275044	0.318254	0.282276	0.587312	0.098214	0.127658	0.074472	0.029762	0.030442	0.765714	0.042781	0.035714	0.251413	0.243204	0.766100	0.773081	0.852448	0.715829	0.823780	0.977247	0.957171	0.765364	0.939874	0.864235	0.717340	NAN	0.969056	0.954534	0.846703	0.834094	0.937800	0.869561	0.741066	0.873684	0.774643	0.822353	0.821338	0.588493	0.200937	0.286172	0.405948	0.815940	0.563560	0.219035	0.430638	0.627751	0.786933	0.821673	0.924744	0.815201	0.925693
chr1_206038200_206038800	0.567988	0.558398	0.263173	0.371836	0.268910	0.398896	0.199750	0.113566	0.129351	0.084921	0.460359	0.186147	0.408688	0.438696	0.097324	0.390320	0.163093	0.859470	0.958088	0.862084	0.691200	0.975417	0.970250	0.971158	0.883188	0.874075	0.892882	0.955138	NAN	0.975108	0.950623	0.922247	0.944887	0.862975	0.810725	0.784494	0.960506	0.916091	0.921576	0.848288	0.744570	0.337700	0.299095	0.443621	0.936237	0.763105	0.125737	0.305992	0.918078	0.934438	0.913576	0.911058	0.890950	0.911193
chr1_206683200_206683950	0.907126	0.634849	0.356391	0.656866	0.624353	0.610864	0.470614	0.322559	0.384466	0.401368	0.357672	0.531898	0.512090	0.484331	0.333333	0.576014	0.284615	0.861801	0.846250	0.861830	0.877447	0.903464	0.944037	0.856375	0.831283	0.864810	0.869423	0.871905	0.500000	0.912066	0.852229	0.779635	0.934615	0.871824	0.866579	0.850102	0.868188	0.787611	0.825894	0.801977	0.848294	0.360310	0.380746	0.674891	0.879560	0.733931	0.374945	0.884729	0.806612	0.821493	0.857182	0.881294	0.759154	0.853975
chr1_206737050_206737200	0.628910	0.929546	0.609375	0.406410	0.598485	0.550993	0.949519	0.615384	0.632441	0.897145	0.245833	0.677025	0.860288	0.638889	0.894444	0.790404	0.900000	0.882234	0.863555	0.625474	0.932338	0.902201	0.847167	0.886896	0.515107	0.574515	0.745786	0.857235	0.500000	0.911490	0.926653	0.447114	0.831383	0.608901	0.513353	0.846124	0.476378	0.365482	0.417151	0.400116	0.721054	0.647438	0.368527	0.612382	0.860142	0.638936	0.519050	0.934577	0.378642	0.378482	0.348473	0.441382	0.330909	0.358484
chr1_206737350_206737800	0.070952	0.225397	0.064432	0.258468	0.334722	0.244014	0.664740	0.172798	0.132967	0.250000	0.076748	0.085824	0.537272	0.133333	0.214683	0.267405	0.000000	0.950873	0.890729	0.716121	0.864448	0.812418	0.888953	0.935470	0.393502	0.679446	0.636676	0.941085	NAN	0.937488	0.954706	0.468654	0.880439	0.588685	0.622406	0.800020	0.320341	0.445037	0.395384	0.362411	0.761039	0.459237	0.074874	0.286966	0.790231	0.310794	0.172645	0.414654	0.402197	0.497561	0.441108	0.478416	0.445825	0.367267
