A.ID	CLL_25.bed.combine.5mC.CpG.NA_id.methValue	CLL_26.bed.combine.5mC.CpG.NA_id.methValue	CLL_27.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_28.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.large.bed.combine.5mC.CpG.NA_id.methValue	CLL_30.small.bed.combine.5mC.CpG.NA_id.methValue	CLL_4.bed.combine.5mC.CpG.NA_id.methValue	CLL_5.bed.combine.5mC.CpG.NA_id.methValue	CLL_6.bed.combine.5mC.CpG.NA_id.methValue	CLL_94.bed.combine.5mC.CpG.NA_id.methValue	CLL_95.bed.combine.5mC.CpG.NA_id.methValue	CLL_96.bed.combine.5mC.CpG.NA_id.methValue	CLL_97.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095766:NBC.1:C003K9.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001095769:NBC.2:C0068L.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096889:csMBC.2:C003JB.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096891:MBC.3:C003N3.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001096949:NBC.3:S001JP.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170519:HMPC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170520:PreBC.1:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170521:GCBC.1:T11_8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001170522:PBC.1:MO7071.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220205:csMBC.1:S004P1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001220214:NBC.4:S00DM8.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266052:HMPC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266053:PreBC.2:F2012-2912.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266054:GCBC.2:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266055:NBC.5:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266056:csMBC.3:NC11_41.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001266057:PBC.2:V156.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001280907:MBC.1:S017RE.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282097:GCBC.3:T14_11.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282098:PBC.3:T14_10.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282099:PBC.4:T12_20.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001282100:PBC.5:T13_1.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343490:CLL.182:182CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343492:CLL.12:12CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001343494:CLL.110:110CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001356805:NBC.7:NC15_72.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358479:CLL.1525:1525CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001358480:CLL.1532:1532CLL.bed.combine.5mC.CpG.NA_id.methValue	EGAN00001401801:CLL.1228:1228CLL.bed.combine.5mC.CpG.NA_id.methValue	GCBC_129.bed.combine.5mC.CpG.NA_id.methValue	GCBC_134.bed.combine.5mC.CpG.NA_id.methValue	GCBC_135.bed.combine.5mC.CpG.NA_id.methValue	GCBC_136.bed.combine.5mC.CpG.NA_id.methValue	GCBC_137.bed.combine.5mC.CpG.NA_id.methValue	GCBC_138.bed.combine.5mC.CpG.NA_id.methValue
11:65489511:65489513	0.3	0.375	0.0588235	1	0.956522	0.833333	0	0.166667	0	0	0	0.0625	0.75	0	0.714286	0	0.930233	1	0.810811	0.923077	0.982759	0.935065	0.965909	0.869565	0.888889	0.895522	0.965517	0.893805	0.939394	0.885417	0.941176	0.836538	0.871429	0.914894	0.864583	0.754717	0.861111	0.890909	0.0731707	0.210526	0.575758	0.956522	0.931034	0.0263158	0.785714	0.952381	0.8	0.5625	0.833333	0.611111	0.849057
11:65489531:65489533	0.3	0.25	0.142857	0.461538	0.4	0.272727	0	0	0	0	0	0	0	0	0.4	0	0.966667	0.97561	0.833333	0.970588	1	0.972603	0.972603	0.707692	0.818182	0.827586	0.938776	0.969388	0.864198	0.83871	0.8875	0.902174	0.885714	0.863014	0.914634	0.865385	0.803279	0.707317	0.0232558	0.0754717	0.388889	0.977778	0.6875	0.0625	0.315789	1	0.916667	0.878788	0.681818	0.777778	0.8125
11:65489585:65489587	0.5	0.6	0.222222	0.692308	0.785714	0.636364	0	0	0.0833333	0	0	0.0434783	0.9	0	0.857143	0.5	0.96	0.911765	0.880952	1	0.90625	0.934426	0.981481	0.729167	0.932584	0.772727	0.785714	0.897059	0.953125	0.871429	0.942308	0.875	0.898551	0.94	0.943396	0.886364	0.791667	0.621622	0.0681818	0.0851064	0.45	1	0.789474	0.0689655	0.4375	0.733333	0.888889	0.860465	0.818182	0.538462	0.846154
11:65489600:65489602	0.6	0.7	0.26087	0.615385	0.857143	0.818182	0	0	0.153846	0	0	0	0.4	0	0.5	0.777778	0.928571	0.935484	0.783784	0.958333	0.785714	0.944444	0.957447	0.75	0.911111	0.95	0.904762	0.839286	0.969697	0.859375	0.960784	0.868852	0.880597	0.913043	0.930233	0.880952	0.891304	0.810811	0.0566038	0.0816327	0.52381	0.928571	0.972973	0.0833333	0.548387	0.9375	0.909091	0.888889	0.736842	1	0.865385
11:65489655:65489657	0.333333	0.615385	0.111111	0.8	0.565217	0.727273	0.142857	0.111111	0.4375	0	0	0.0833333	0.857143	0	0.833333	0.846154	1	0.944444	0.931034	1	0.954545	0.962963	0.96	0.975	0.906667	1	0.941176	0.95122	0.971831	0.933333	0.967742	1	0.948718	0.973684	0.909091	0.913043	0.586957	0.978261	0.0961538	0.229167	0.581395	0.904762	0.847826	0.146341	0.638889	0.777778	0.833333	0.913043	0.966667	0.931034	0.829787
11:65941810:65941812	0.0357143	0.0555556	0	0.0625	0	0.0465116	0.0645161	0	0	0.0769231	0.015625	0.0612245	0.0344828	0	0.227273	0.16129	0.262626	0.265823	0.356322	0.281746	0.429825	0.242857	0.237179	0.366279	0.474359	0.326797	0.314286	0.240876	0.302326	0.308219	0.333333	0.346535	0.228571	0.326087	0.294118	0.253731	0.365854	0.256757	0.0363636	0.0444444	0.0238095	0.324324	0.025	0.0571429	0.0857143	0.290323	0.227273	0.3125	0.387097	0.393939	0.422222
11:66457657:66457659	0.769231	0.190476	0.115385	0.137931	0.285714	0.193548	0.0454545	0.0434783	0	0	0.129032	0.25	0.266667	0	0.56	0	0.837209	0.851064	0.844444	0.648649	0.962264	0.924528	0.916031	0.848485	0.794393	0.830986	0.86	0.909091	0.969231	0.844961	0.939759	0.823529	0.757009	0.633803	0.914634	0.936508	0.902439	0.640625	0.153846	0.0243902	0.333333	0.95	0.419355	0.0625	0.512821	0.88	0.823529	0.894737	0.894737	0.909091	0.821429
11:66457665:66457667	0.923077	0.173913	0.04	0.206897	0.285714	0.166667	0.047619	0.0416667	0	0	0.142857	0.291667	0.4375	0	0.517241	0	0.928571	0.957447	0.784946	0.698795	0.962264	0.942308	0.903704	0.858586	0.865385	0.826667	0.981132	0.981481	0.968992	0.830882	0.939759	0.852113	0.864865	0.675325	0.950617	0.965517	0.865169	0.791045	0.146341	0.0526316	0.371429	0.891892	0.642857	0	0.583333	0.84	0.8	0.939394	0.885714	0.944444	0.689655
11:66457668:66457670	0.615385	0.208333	0.0769231	0.0740741	0.0769231	0.206897	0.1	0.0416667	0	0	0.0769231	0.0952381	0.3125	0	0.322581	0	0.911111	0.836735	0.736842	0.630952	0.962963	0.932692	0.929577	0.752294	0.839623	0.766234	0.967742	0.990741	0.929134	0.844444	0.910112	0.846154	0.794872	0.694118	0.882353	0.819672	0.853933	0.7	0.186047	0.0526316	0.323529	0.971429	0.40625	0.0322581	0.388889	0.708333	0.785714	0.833333	0.870968	0.888889	0.586207
11:66457702:66457704	0.227273	0	0	0	0.0666667	0	0	0.210526	0.0952381	0	0	0	0	0	0.310345	0	0.924528	0.864407	0.52	0.369369	0.87037	0.90566	0.887417	0.633094	0.384615	0.630435	0.946667	0.890756	0.904762	0.635802	0.869565	0.42953	0.571429	0.446809	0.564356	0.671429	0.619565	0.619718	0.0526316	0.025641	0.114286	0.8	0.142857	0.0333333	0.621622	0.606061	0.684211	0.622222	0.666667	0.833333	0.488372
11:66457821:66457823	0.428571	0.333333	0	0.266667	0.238095	0.190476	0.107143	0.153846	0	0	0.333333	0	0.0454545	0	0.761905	0.0555556	0.723404	0.926829	0.759494	0.62037	0.866667	0.941176	0.916667	0.74	0.910112	0.8	0.909091	0.942029	0.988235	0.835294	0.903846	0.9375	0.845361	0.6	0.8	0.767123	0.761905	0.585366	0.104167	0.150943	0.12766	0.921053	0.552632	0.314286	0.685185	0.76087	0.85	0.75	0.695652	0.612903	0.769231
11:66457842:66457844	0.142857	0	0	0	0.0454545	0.0204082	0.0434783	0	0	0	0.0540541	0	0	0	0	0	0.04	0.159091	0.583333	0.152174	0	0.864407	0.685393	0.505618	0.764706	0.447761	0.212766	0.815789	0.845238	0.266667	0.16	0.625	0.72043	0.152941	0.535714	0.323529	0.318182	0.142857	0.0416667	0.0192308	0.153846	0.119048	0.0454545	0.148936	0.037037	0.283019	0.595238	0.655172	0.446809	0.405405	0.561404
11:66458167:66458169	0.333333	0.416667	0.0333333	0.0384615	0.26087	0.172414	0	0	0.0526316	0	0.305556	0.170732	0.75	0	0.0833333	0	0.910714	0.821429	0.54	0.457627	0.857143	0.859649	0.886792	0.625	0.606742	0.666667	0.846154	0.842105	0.87234	0.684685	0.90991	0.591837	0.431034	0.571429	0.6875	0.714286	0.483146	0.73494	0.111111	0.0263158	0.55102	0.837838	0	0.181818	0.324324	0.774194	0.682927	0.703704	0.533333	0.678571	0.454545
11:66458883:66458885	0.117647	0.363636	0.133333	0.465116	0.333333	0.351351	0.0714286	0.0769231	0.103448	0.114286	0.378378	0.617021	0.730769	0	0.0769231	0.0714286	0.94186	0.88	0.754967	0.824675	0.920635	0.910714	0.924812	0.794521	0.434211	0.819149	0.974359	0.920455	0.98374	0.852459	0.905263	0.658537	0.641304	0.835714	0.779412	0.777778	0.682927	0.837838	0.282609	0.411765	0.186047	0.906977	0.883721	0.030303	0.674419	0.697674	0.714286	0.909091	0.74359	0.785714	0.84375
11:66459051:66459053	0.9375	0.0555556	0.04	0.05	0	0	0	0	0	0	0	0	0.0769231	0	0.166667	0	0.840909	0.850746	0.590909	0.456522	0.923077	0.864078	0.8875	0.683544	0.369565	0.261905	1	0.549451	0.586538	0.868421	0.415385	0.392857	0.444444	0.490909	0.75	0.671429	0.754717	0.690476	0	0	0.0681818	0.918919	0.25641	0.0277778	0.395349	0.615385	0.769231	0.666667	0.636364	0.717391	0.53125
11:66459134:66459136	0.533333	0	0.0769231	0	0	0.0357143	0.142857	0	0.0869565	0	0.361111	0.181818	0.833333	0	0.428571	0	0.891304	0.971831	0.363636	0.340909	0.913043	0.938596	0.95283	0.541176	0.303371	0.561404	0.809524	0.951724	0.976562	0.786885	0.960784	0.560748	0.421488	0.571429	0.757576	0.738462	0.597222	0.671642	0.153846	0.525	0.137255	1	0.767442	0.0714286	0.731707	0.96	0.647059	0.613636	0.622222	0.657895	0.333333
11:66864777:66864779	0.0909091	0	0.142857	0	0	0	0	0	0	0	0.0555556	0	0.166667	0	0	0	0.95	0.875	0.0689655	0.0666667	0.923077	0.934426	0.912281	0.243243	0.0454545	0.0714286	0.666667	0.957143	0.95122	0.454545	0.791667	0	0.0930233	0.205128	0.25	0.421053	0.365079	0.1875	0	0.0294118	0.0769231	0.814815	0.09375	0.125	0	0.25	0.5	0.315789	0.111111	0.28	0.0666667
11:66864828:66864830	0.181818	0	0.0769231	0	0.181818	0	0	0	0.111111	0	0.05	0	0	0	0.142857	0	0.380952	0.611111	0.03125	0.0425532	0.923077	0.787879	0.777778	0.175439	0	0	0.575	0.703704	0.580247	0.346154	0.695652	0	0.027027	0.111111	0.173913	0.454545	0.2	0.0588235	0	0	0.1	0.777778	0.135135	0.0625	0.0285714	0.176471	0.4	0.321429	0	0.21875	0
11:66864843:66864845	0	0	0.0714286	0	0.0833333	0	0	0	0	0	0.142857	0	0	0	0	0	0.5	0.64	0	0.0384615	0.733333	0.969231	0.58209	0.0634921	0.0192308	0.0333333	0.333333	0.867925	0.597561	0.117647	0.577778	0.0208333	0.0540541	0.0425532	0.0909091	0.0652174	0.08	0.0188679	0.0294118	0	0.130435	0.740741	0.131579	0.133333	0.0243902	0.105263	0.142857	0.0967742	0	0.194444	0
11:71986562:71986564	0.470588	0	0	0.0769231	0	0.047619	0	0.04	0	0	0.05	0.117647	0	0	0	0.0625	0.980769	0.909091	0.486486	0.32	0.678571	0.837838	0.947368	0.630769	0.54321	0.538462	0.84375	0.846939	0.921875	0.592593	0.787879	0.528302	0.465116	0.411765	0.733333	0.651515	0.677419	0.563636	0.111111	0.102041	0.0833333	0.804878	0.0222222	0.0833333	0.0465116	0.432432	0.666667	0.731707	0.5	0.741935	0.458333
11:71986593:71986595	0.384615	0	0	0.222222	0.0625	0.103448	0	0.115385	0	0	0.111111	0.565217	0	0	0.352941	0	0.948718	0.83871	0.541667	0.5	0.954545	0.951613	0.97619	0.711538	0.554054	0.666667	0.869565	0.940476	0.93	0.689655	0.901961	0.662791	0.571429	0.787879	0.774194	0.77193	0.790698	0.697674	0.125	0.0892857	0.0277778	0.633333	0.117647	0.0555556	0.257143	0.390244	0.566667	0.883721	0.722222	0.642857	0.7
11:724845:724847	0	0	0	0.0666667	0	0	0	0	0	0	0.230769	0	0	0	0	0	0.727273	0.676471	0.32381	0.490741	0.911111	0.772727	0.69	0.409639	0.0217391	0.246377	0.931034	0.72619	0.531646	0.537313	0.854839	0.0645161	0.230769	0.598291	0.482759	0.62	0.381818	0.604651	0	0	0.189189	0.857143	0.263158	0.0416667	0.111111	0.434783	0.285714	0.642857	0.444444	0.424242	0.25
11:75563264:75563266	0.9	0.727273	0	0.952381	0.875	0.961538	0	0	0	0	0	0	0.166667	0	0.5	0	0.111111	0.1875	0.5	0	0.333333	0.121951	0.219512	0.16129	0.61194	0.555556	0.636364	0.05	0.121212	0.323529	0.2	0.447761	0.489362	0.730769	0.37037	0.2	0.0833333	0.333333	0.0227273	0.027027	0.354839	0.148936	0	0.297297	0.027027	0.583333	0.307692	0.421053	0.482759	0.483871	0.655172
11:75563285:75563287	0.9	0.692308	0	0.473684	0.166667	0.538462	0.571429	0.388889	0.2	0	0	0	0.6	0	0.777778	0	0.333333	0	1	0	0.142857	0.0526316	0.135135	0.363636	0.607143	0.25	0.3	0	0.129032	0.517241	0.15	0.483871	0.530612	0.64	0.318182	0.285714	0.192308	0.105263	0.0263158	0.075	0.34375	0.0952381	0	0.333333	0.433333	0.304348	0.5	0.324324	0.346154	0.296296	0.62069
11:75563290:75563292	0.6	0.833333	0	0.277778	0.166667	0.392857	0	0.047619	0.2	0	0	0.037037	1	0.166667	0.7	0	0.181818	0.230769	0.833333	0	0.333333	0.0810811	0.138889	0.3	0.5	0.75	0.222222	0.0909091	0.16129	0.566667	0.153846	0.438596	0.45098	0.72	0.227273	0.166667	0.266667	0.157895	0.025641	0.047619	0.0606061	0.025641	0	0.294118	0.551724	0.318182	0.454545	0.236842	0.269231	0.375	0.357143
11:75563338:75563340	0.833333	0.785714	0	0.722222	0.6	0.592593	0.5	0.566667	0.142857	0	0.208333	0	0.75	0	0.615385	0.285714	0.214286	0.125	0.5	0.444444	0.333333	0.244898	0.238095	0.285714	0.553571	0.307692	0.375	0.0606061	0.25	0.4	0.236364	0.614286	0.394737	0.324324	0.296296	0.326087	0.382353	0.16129	0.0487805	0.209302	0.421053	0.225806	0	0	0.46875	0.384615	0.583333	0.394737	0.321429	0.3	0.382353
11:75563342:75563344	1	0.642857	0	0.4375	0.1	0.481481	0.5	0.321429	0.285714	0	0.0454545	0	0	0	0.769231	0.266667	0.277778	0.266667	0.538462	0.5	0.0833333	0.173913	0.170732	0.423077	0.275862	0.333333	0.176471	0.0810811	0.153846	0.257143	0.134615	0.333333	0.361111	0.405405	0.214286	0.295455	0.3125	0.354839	0.0512821	0.0454545	0.175	0.151515	0	0	0.419355	0.269231	0.5	0.351351	0.296296	0.3	0.344828
11:75584502:75584504	0	0	0	0.333333	0.142857	0.272727	0	0.08	0	0	0.0714286	0	0	0	0	0	0.851064	0.458333	0.481013	0.401361	0.705128	0.931034	0.610169	0.615942	0.547945	0.509091	0.707865	0.873418	0.827586	0.553398	0.714286	0.465116	0.487179	0.553719	0.453333	0.314815	0.343284	0.352941	0.0666667	0.137931	0.117647	0.714286	0.0263158	0.0714286	0	0.16	0.4	0.387755	0.423077	0.708333	0.233333
11:75584544:75584546	0	0	0	0.214286	0.125	0.3	0	0.0555556	0	0	0.0952381	0	0	0	0	0	0.6875	0.534884	0.305195	0.184	0.707692	0.939394	0.563025	0.5	0.440678	0.444444	0.641304	0.934211	0.658228	0.295455	0.594203	0.267606	0.470588	0.430894	0.341463	0.288462	0.232877	0.181818	0	0.172414	0.0344828	0.733333	0.0227273	0.0588235	0.133333	0.0952381	0.363636	0.369565	0.52	0.708333	0.151515
11:75584640:75584642	0	0	0	0	0	0	0	0	0	0	0.0769231	0	0	0	0	0	0.296296	0.276596	0.274194	0.221154	0.403846	0.782609	0.234043	0.22	0.318182	0.294118	0.380952	0.818182	0.457447	0.17284	0.30303	0.319444	0.208955	0.351351	0.191011	0.0666667	0.0980392	0.227273	0	0.04	0.0625	0.222222	0	0.0416667	0.0714286	0.142857	0.259259	0.35	0.0714286	0.578947	0.153846
11:75584666:75584668	0.166667	0	0	0.5	0.454545	0.75	0	0.111111	0	0	0.0909091	0	1	0	0.444444	0.142857	0.920635	0.92	0.826923	0.858824	0.818182	0.942857	0.940476	0.928571	0.969231	0.816667	0.897436	0.952381	0.956522	0.906667	0.941176	0.905405	0.859155	0.835052	0.934211	0.925	0.826923	0.853659	0	0.0416667	0.176471	0.868421	0	0.04	0.575	1	0.888889	0.947368	0.821429	1	0.821429
11:75584674:75584676	0.285714	0	0	0.625	0.727273	0.777778	0	0.111111	0	0	0.111111	0	1	0	0.363636	0	0.949153	1	0.911765	0.809524	0.875	0.953846	0.938272	0.955556	0.84058	0.824561	0.9	0.957143	0.909091	0.91358	0.926471	0.861111	0.826087	0.876404	0.974359	0.942857	0.865385	0.85	0.025641	0.0408163	0.269231	0.941176	0	0.0344828	0.526316	0.888889	0.846154	0.888889	0.709677	0.857143	0.884615
11:75584678:75584680	0.222222	0	0	0.533333	0.692308	0.9	0	0.1	0	0	0.0909091	0	0.8	0	0.125	0	0.894737	0.93617	0.754902	0.817073	0.839286	0.893939	0.974359	0.888889	0.753425	0.867925	0.878788	0.888889	0.911111	0.865854	0.942029	0.726027	0.776119	0.786517	0.85	0.777778	0.705882	0.690476	0.0243902	0.0196078	0.245614	0.891892	0	0	0.526316	0.777778	0.88	0.722222	0.548387	1	0.44
11:75584745:75584747	0.416667	0.222222	0.227273	0.444444	0.461538	0.5625	0.111111	0.421053	0.5	0	0.727273	0.26087	0.333333	0	0.5	0.625	0.897959	0.860465	0.876923	0.953488	0.914894	0.939394	0.923077	0.849057	0.865854	0.714286	0.9	0.942857	0.975904	0.691176	0.953125	0.828125	0.766667	0.857143	0.876923	0.735294	0.883721	0.723404	0.307692	0.0666667	0.754098	0.95	0.542857	0.15	0.75	0.736842	0.7	0.909091	0.820513	0.882353	0.875
11:76588385:76588387	0	0.666667	0	0	0	0	0.0555556	0.111111	0	0	0	0.117647	0	0	0.1	0	0.333333	0.5	0.461538	0.0833333	0.25	0.166667	0.386364	0.0689655	0.214286	0	0.357143	0.0851064	0.47619	0.0714286	0.333333	0.173913	0.243243	0.2	0.0967742	0.0714286	0	0.0769231	0.0333333	0.0666667	0.0465116	0.380952	0.1	0.0454545	0.0526316	0.16	0	0.037037	0.03125	0.242424	0.171429
11:76588416:76588418	0	0.125	0	0	0	0.0952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0357143	0.0294118	0.030303	0	0	0	0.0277778	0.0151515	0.027027	0.0483871	0.075	0.0175439	0.0196078	0.0243902	0	0	0	0	0	0	0	0.107143	0	0	0	0	0	0	0	0.0540541	0
11:76588637:76588639	0	0	0	0	0	0	0	0	0	0	0.0384615	0	0	0	0	0	0	0	0.0204082	0	0.1	0	0	0.0454545	0.0454545	0.0434783	0	0	0.0215054	0.0408163	0	0.09375	0.0306122	0.0704225	0.0338983	0.0196078	0.0128205	0.0212766	0	0	0.0697674	0.0222222	0	0	0.0204082	0	0.0909091	0	0	0	0.0689655
11:76588695:76588697	0.25	0.1	0.0434783	0.333333	0	0.4	0.153846	0	0.181818	0	0	0.0666667	0	0	0	0	0.0465116	0.116279	0.480769	0.603448	0.192308	0.047619	0.168224	0.383562	0.492754	0.483333	0.282051	0.0823529	0.241379	0.314286	0.325	0.475248	0.333333	0.542373	0.28169	0.183333	0.194805	0.270833	0.102564	0.0238095	0.411765	0.47619	0.321429	0	0.755556	0.111111	0.466667	0.0909091	0	0.296296	0.44
11:76588707:76588709	0.571429	0.25	0.157895	0.6	0.571429	0.384615	0.166667	0	0.0909091	0	0	0.333333	0.25	0	0	0	0.1	0.133333	0.510638	0.403509	0.1	0.0357143	0.23	0.391304	0.5	0.338462	0.25	0.0361446	0.263158	0.196078	0.342105	0.484848	0.402778	0.459016	0.27027	0.196429	0.155844	0.348837	0.0588235	0	0.5	0.323529	0.45	0	0.348837	0	0.333333	0	0.12	0.37037	0.5
11:76588718:76588720	0.428571	0.375	0.0769231	0.4	0.666667	0.5	0.0769231	0	0.166667	0	0	0.533333	0	0	0.333333	0	0.227273	0.2	0.438596	0.660714	0.25	0.0740741	0.311111	0.522388	0.587302	0.483871	0.395349	0.111111	0.245283	0.395604	0.383562	0.494949	0.536232	0.652778	0.337838	0.25	0.360465	0.377778	0.121212	0.0444444	0.488889	0.457143	0.954545	0	0.55814	0.0714286	0.571429	0.0714286	0.32	0.409091	0.478261
11:76588744:76588746	0	0	0	0.5	0.428571	0.466667	0.1	0	0.142857	0	0.111111	0.833333	0	0	0.142857	0	0.114754	0.122449	0.445783	0.377778	0.195652	0.0106383	0.2	0.352273	0.393939	0.458333	0.4	0.0240964	0.163793	0.103774	0.311688	0.355556	0.296875	0.445783	0.320988	0.230769	0.176471	0.222222	0.0666667	0.3	0.444444	0.333333	0.5	0.0322581	0.102564	0.105263	0.230769	0	0.172414	0.5	0.37931
11:76588762:76588764	0	0.2	0	0.375	0.571429	0.571429	0.142857	0.0833333	0.210526	0.0769231	0	0.6875	0	0	0.636364	0	0.136364	0.14	0.39	0.39823	0.288462	0.0412371	0.0862069	0.391304	0.47619	0.410526	0.303797	0.0319149	0.146341	0.207207	0.3125	0.417582	0.387097	0.419355	0.351064	0.196078	0.272727	0.266667	0.08	0.186047	0.454545	0.189189	0.608696	0	0.461538	0.25	0.3125	0.176471	0.307692	0.384615	0.483871
11:76687123:76687125	0.9	0.9	0.272727	1	1	0.8	0.363636	0.444444	0.705882	0	0.424242	0.909091	0.4	0.25	0	0.727273	0.945946	0.88	0.885714	0.878378	0.836364	0.956522	0.963636	0.770833	0.843137	0.913793	0.962264	0.976744	0.933333	0.888889	0.852941	0.888889	0.826087	0.888889	0.827586	0.888889	0.925926	0.846154	0.655172	0.0652174	0.604651	0.97561	0.833333	0.5625	0.764706	0.913043	0.7	0.85	0.928571	0.65	0.8
11:78418849:78418851	0.12	0	0.0285714	0	0	0	0	0	0	0.0952381	0.0869565	0.0344828	0	0	0	0	0.583333	0.5	0.333333	0.666667	1	0.761905	0.56	0.333333	0.462963	0.333333	0.666667	0.636364	0.548387	0.52	0.461538	0.5	0.515625	0.448276	0.304348	0.428571	0.6	0.363636	0.025	0.0232558	0.128205	0.567568	0.387097	0.027027	0.106383	0.297297	0.4	0.514286	0.3	0.586957	0.478261
11:78420857:78420859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111111	0	0	0.0217391	0	0	0.0980392	0.0526316	0	0.0204082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0645161	0
11:78420994:78420996	0	0	0	0	0	0	0	0	0	0	0.047619	0	0	0	0	0	0.133333	0	0	0	0	0.133333	0.0204082	0	0	0	0	0.0980392	0.0392157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0487805
11:78421006:78421008	0	0	0	0	0	0	0	0	0	0	0	0.0909091	0	0	0	0	0.0714286	0	0	0	0	0.142857	0.0232558	0	0	0	0	0.0612245	0.0232558	0	0	0	0.0555556	0	0	0	0	0	0	0	0	0	0	0	0	0.0294118	0	0.0555556	0	0	0
11:78426272:78426274	0.0769231	0	0.0175439	0.0185185	0	0	0.0652174	0.0652174	0	0	0.127273	0.0149254	0	0	0.0714286	0	0.964286	1	0.235294	0.5	0.95	0.910448	0.984375	0.551724	0.104478	0.217391	0.75	0.875	0.894737	0.309091	0.918367	0.155844	0.256757	0.644444	0.5	0.466667	0.538462	0.44186	0.0666667	0.0416667	0.116667	0.934783	0.548387	0.025	0	0.25	0.365079	0.34	0.159091	0.351351	0.0294118
11:78430374:78430376	0	0	0.0833333	0.0625	0	0	0	0	0	0	0.05	0	0.222222	0	0	0	0.41573	0.24	0.118182	0.261682	0.494737	0.929487	0.58871	0.134752	0.150943	0.0594059	0.234375	0.940299	0.412162	0.170068	0.38843	0.12782	0.291339	0.127119	0.145631	0.1125	0.144444	0.168831	0.025641	0.04	0.188679	0.486486	0.222222	0.047619	0.0392157	0.208333	0.142857	0.25	0.16129	0.181818	0.0961538
11:78562403:78562405	0.866667	0.4	0.0454545	0.466667	0.4	0.483871	0	0	0.0714286	0.105263	0	0.818182	0.2	0	0.478261	0.714286	0.615385	0.642857	0.76	0.652174	0.521739	0.8	0.703704	0.363636	0.657143	0.55	0.782609	0.948718	0.607143	0.636364	0.612903	0.545455	0.6	0.790698	0.736842	0.529412	0.52381	0.0769231	0.0512821	0.105263	0.357143	0.512195	0	0.235294	0.882353	0.30303	0.535714	0.625	0.581395	0.666667	0.634615
11:78562480:78562482	0.315789	0	0.0540541	0.657895	0.75	0.693878	0	0	0	0.0322581	0.0227273	0.16	0.142857	0	0	0.0526316	0.444444	0.357143	0.333333	0.45	0.0555556	0.47619	0.481481	0.310345	0.333333	0.380952	0.636364	0.707317	0.296296	0.285714	0.323529	0.285714	0.268293	0.442308	0.375	0.142857	0.333333	0.6	0.0285714	0.016129	0.0333333	0.243243	0.285714	0.047619	0.391304	0.129032	0.37037	0.181818	0.333333	0.302326	0.243243
11:78562528:78562530	0.214286	0.388889	0.0555556	0.852459	0.976744	0.85	0.0416667	0.15	0.0540541	0.025	0.0816327	0.681818	0.0322581	0.0204082	0.388889	0	0.555556	0.583333	0.888889	0.733333	0.266667	0.428571	0.5	0.470588	0.5	0.722222	0.294118	0.514286	0.5	0.411765	0.34375	0.536585	0.5	0.795455	0.5	0.34375	0.5	0.466667	0.04	0	0.0425532	0.4	0.333333	0.159091	0.390244	0.342105	0.486486	0.526316	0.622222	0.388889	0.506667
