A.TSS2k	H3K27me3	end	NESG.intersect.value	CLL.A34022.CEMT_4.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34038.CEMT_5.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34077.CEMT_6.H3K27me3.hg38.bwa-sb.IX2843.C3RULACXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34941.CEMT_26.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_AAGCGA.FindER2.bed.remDups.bed.intersect.value	CLL.A34948.CEMT_27.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A34955.CEMT_28.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A34962.CEMT_29.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A35239.CEMT_25.H3K27me3.hg38.bwa-sb.IX2650.C3THCACXX_4_CTCAGA.FindER2.bed.remDups.bed.intersect.value	CLL.A35246.CEMT_30.H3K27me3.hg38.bwa-sb.IX2655.C3YJAACXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	CLL.A60646.CEMT_94.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_ACCCAG.FindER2.bed.remDups.bed.intersect.value	CLL.A60653.CEMT_95.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_TGAATG.FindER2.bed.remDups.bed.intersect.value	CLL.A60660.CEMT_96.H3K27me3.hg38.bwa-sb.IX4416.C9587ANXX_1_CAACTA.FindER2.bed.remDups.bed.intersect.value	CLL.A60667.CEMT_97.H3K27me3.hg38.bwa-sb.IX4419.C9587ANXX_4_TTAGGC.FindER2.bed.remDups.bed.intersect.value	EGAN00001202786_EGAX00001231898_EGAR00001245924_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202787_EGAX00001272597_EGAR00001300138_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202788_EGAX00001272594_EGAR00001300135_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001202789_EGAX00001231899_EGAR00001245925_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001235813_EGAX00001234408_EGAR00001248463_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001265750_EGAX00001272586_EGAR00001300133_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value	EGAN00001295796_EGAX00001364335_EGAR00001401453_CLL_H3K27me3_SINGLE.FindER2.bed.intersect.value
chr4	165359194	165363194	ENSG00000109472	2381	2125	3550	2575	2231	1781	3025	2531	2275	3250	3925	4000	4000	3700	4000	4000	4000	4000	4000	3775
chr2	206441539	206445539	ENSG00000114948	2186	2186	4000	3625	2411	3161	3086	2936	3686	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr11	67412968	67416968	ENSG00000172508	0	300	450	0	975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr14	88552733	88556733	ENSG00000070778	600	2208	2808	2583	2733	2250	2733	2658	2358	2725	3550	4000	3700	4000	4000	4000	4000	4000	4000	4000
chr15	34986287	34990287	ENSG00000198146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr15	92807884	92811884	ENSG00000185442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0
chr14	61527128	61531128	ENSG00000258989	2947	2122	1150	3475	2272	2797	0	1672	3475	2872	3175	3625	3850	3322	2122	3400	1650	3172	1597	922
chr1	6178123	6182123	ENSG00000116254	3175	2875	3550	3100	3100	3475	3625	3925	3700	3827	3977	3827	3527	4000	4000	4000	4000	4000	4000	4000
chr2	55110621	55114621	ENSG00000115310	2350	1396	1696	0	2725	721	0	2275	1975	721	1125	0	796	2071	2071	2175	0	2379	525	0
chr17	28725935	28729935	ENSG00000160606	300	300	0	0	735	0	0	0	0	0	0	0	0	0	0	0	0	0	600	0
chr16	3609598	3613598	ENSG00000188827	0	0	375	525	0	0	0	0	0	0	0	0	675	0	0	0	0	0	0	0
chr19	35136808	35140808	ENSG00000266964	3467	1517	2550	1892	2567	3400	3850	3167	3917	2867	4000	3842	3683	3542	4000	3775	4000	3850	3617	3992
chr17	63620415	63624415	ENSG00000198909	0	0	0	0	0	0	450	0	0	0	0	0	360	375	0	0	0	0	750	0
chr8	1971878	1975878	ENSG00000176595	3003	2950	3828	3325	1525	3475	3325	3625	3003	3625	4000	4000	2403	4000	3828	2928	4000	4000	3925	4000
chr13	79802418	79806418	ENSG00000229011	643	868	3475	1993	943	568	1243	1093	1543	2425	3250	3025	3850	3793	975	2818	3175	3700	3550	3250
chr20	674179	678179	ENSG00000215397	4000	3475	4000	3775	4000	4000	4000	4000	4000	4000	4000	4000	3775	4000	4000	4000	4000	4000	4000	4000
chr11	446268	450268	ENSG00000174915	0	0	0	600	900	750	1125	1332	1257	132	1107	582	0	957	882	1032	1107	732	1107	1107
chr2	174393715	174397715	ENSG00000138433	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	84903625	84907625	ENSG00000034510	0	125	0	0	1025	0	0	0	0	0	0	0	0	300	0	0	0	0	600	0
chr18	46757257	46761257	ENSG00000101638	1718	2993	3550	3518	2768	3068	3668	2693	3668	3775	3700	3625	3625	3775	4000	4000	4000	4000	4000	4000
chrX	120944883	120948883	ENSG00000226600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	216693525	216697525	ENSG00000115461	3300	3225	4000	3850	3225	4000	4000	3375	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr10	126903409	126907409	ENSG00000150760	3175	1766	3325	1916	2650	2366	2891	3400	3700	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr22	47115217	47119217	ENSG00000278881	0	1442	0	0	300	0	0	392	0	0	0	0	0	0	0	0	0	0	0	0
chr8	127412290	127416290	ENSG00000212993	0	0	450	0	0	0	0	0	0	525	0	975	2325	0	0	0	0	1985	2015	0
chr16	2133898	2137898	ENSG00000008710	1223	698	248	0	98	0	1073	0	323	0	0	0	0	0	173	0	23	450	0	0
chr16	2529417	2533417	ENSG00000205923	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	0
chr16	86194181	86198181	ENSG00000269186	2500	2500	3250	3025	2650	3100	3475	2875	3400	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr17	38851843	38855843	ENSG00000125691	0	0	0	368	518	0	0	593	368	0	0	0	0	0	0	0	0	0	0	0
chr4	52049331	52053331	ENSG00000163071	1725	1875	2050	2500	1875	2094	2394	1875	2319	3325	3550	3550	4000	3700	4000	4000	4000	4000	4000	4000
chr16	75543428	75547428	ENSG00000260092	450	625	600	453	750	3	0	978	0	375	1353	1425	1053	300	322	0	0	375	1503	0
chr6	30569376	30573376	ENSG00000204574	0	0	601	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	1200	0
chr7	64028105	64032105	ENSG00000228564	630	2500	3700	2620	1530	895	0	450	2995	3070	3370	1870	0	1680	1825	675	2020	3405	825	2620
chr1	58783160	58787160	ENSG00000234807	0	0	0	0	0	0	0	0	0	450	0	0	0	40	0	0	0	0	450	0
chr8	143428406	143432406	ENSG00000182759	1894	844	2425	1069	1594	3019	2950	4000	2119	2475	3400	2344	1744	3394	4000	4000	4000	3400	2875	4000
chr4	84964391	84968391	ENSG00000163625	3034	2659	3409	3184	3109	3034	3334	3259	3334	3484	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr10	88989390	88993390	ENSG00000107796	0	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	450	0
chr12	42236447	42240447	ENSG00000134283	0	0	450	0	300	0	0	0	0	0	0	0	0	522	900	0	0	0	0	0
chr14	22587269	22591269	ENSG00000129562	0	0	0	0	450	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0
chr10	17127831	17131831	ENSG00000107611	975	825	1425	825	600	1275	1650	900	900	600	525	1950	2700	900	1650	2475	2431	4000	2356	2100
chr22	29203851	29207851	ENSG00000186998	3850	3550	4000	4000	4000	4000	4000	4000	4000	3976	4000	4000	3901	4000	4000	4000	4000	4000	4000	4000
chr6	43627540	43631540	ENSG00000124688	0	65	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0
chr13	25370071	25374071	ENSG00000132932	3596	3146	3821	3821	3446	4000	4000	4000	4000	3821	4000	4000	3746	4000	4000	4000	4000	4000	4000	4000
chrX	120467365	120471365	ENSG00000005893	0	1350	675	450	0	750	0	785	0	260	0	600	750	450	675	825	0	0	1715	600
chr7	129950949	129954949	ENSG00000186591	424	274	0	0	874	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0
chr4	168316807	168320807	ENSG00000137628	0	0	0	0	0	0	0	0	0	375	450	0	600	0	0	0	0	525	0	0
chr18	45210995	45214995	ENSG00000132874	0	0	750	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	0	300	0
chr21	33478011	33482011	ENSG00000142188	0	0	0	0	511	0	0	0	0	0	361	0	0	0	136	0	0	0	0	0
chr19	21481374	21485374	ENSG00000268658	1026	424	3550	2500	1401	1225	351	2725	2575	600	450	675	2151	3276	975	675	900	951	501	1125
chr11	118881766	118885766	ENSG00000160683	0	0	0	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr1	118987556	118991556	ENSG00000092607	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr14	95531503	95535503	ENSG00000182512	0	0	450	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0
chr17	78229310	78233310	ENSG00000204278	3700	2950	4000	3775	4000	3775	4000	4000	4000	4000	4000	4000	4000	3735	4000	3550	4000	4000	4000	4000
chr11	5594109	5598109	ENSG00000121236	2391	1575	1900	2509	3025	2134	709	1575	3259	0	3034	2434	675	3409	3859	3175	3375	4000	3600	3259
chr10	96127715	96131715	ENSG00000177853	0	0	1275	0	0	0	0	0	0	1200	1660	1885	1660	2110	1585	2425	1810	2185	2575	1960
chr17	31092927	31096927	ENSG00000196712	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	450	0
chr18	578357	582357	ENSG00000177143	1950	2125	2650	1018	2007	1600	1975	2275	1975	2125	2875	3325	2893	2425	2200	3400	3250	2725	3700	2532
chr3	52895562	52899562	ENSG00000248592	0	525	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	375
chr10	68986721	68990721	ENSG00000198954	0	0	525	0	154	0	0	0	0	0	0	0	0	450	0	0	0	0	0	0
chr12	55549199	55553199	ENSG00000179626	0	0	1726	900	0	0	675	0	675	1126	1501	3325	3250	4000	1801	3775	3775	4000	4000	3400
chr1	22515474	22519474	ENSG00000237200	0	675	525	300	975	0	0	0	0	1125	1050	0	1875	300	0	0	0	0	450	0
chr4	138128709	138132709	ENSG00000248307	216	559	1416	1041	700	1191	441	700	891	1191	1800	1266	1575	3291	2316	1950	525	2325	825	0
chr5	176414569	176418569	ENSG00000175416	419	494	44	0	1169	0	344	194	0	344	269	0	0	0	0	0	0	0	900	0
chr20	56523925	56527925	ENSG00000124091	1150	2225	1650	2200	3025	1700	350	2425	1350	450	1700	1250	1275	975	525	0	600	650	0	0
chr18	32468484	32472484	ENSG00000141441	3334	3034	3784	3259	3259	3334	3559	4000	3484	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	145843629	145847629	ENSG00000186364	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	4	0	0	0	0
chr3	168093975	168097975	ENSG00000173905	0	0	0	0	0	0	175	175	0	0	0	0	600	375	1750	0	675	0	0	0
chr13	53026759	53030759	ENSG00000102837	2909	3150	791	3566	3584	2850	3734	3209	3750	3550	3134	4000	1766	2891	3491	3400	3566	3491	3041	3491
chr10	96718514	96722514	ENSG00000155629	0	0	525	0	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	37824633	37828633	ENSG00000169299	0	0	867	717	642	0	867	733	0	600	808	300	0	750	0	375	0	0	450	0
chr2	121283207	121287207	ENSG00000115112	4000	3625	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	3868	4000
chr1	19208276	19212276	ENSG00000127481	0	0	0	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr2	27425790	27429790	ENSG00000115216	0	585	0	0	735	285	210	510	0	0	0	0	0	0	0	0	0	0	0	0
chr2	206763547	206767547	ENSG00000138400	600	750	1103	900	675	375	825	825	900	1628	1478	1253	578	653	878	1103	878	578	1253	1328
chr3	52895596	52899596	ENSG00000213533	0	525	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	375
chr12	111032024	111036024	ENSG00000111249	2949	0	3775	2274	2574	0	3774	3624	3399	3400	3850	4000	2950	4000	4000	4000	4000	4000	4000	4000
chr3	36943057	36947057	ENSG00000168016	293	143	0	0	818	450	600	668	525	0	2025	0	1307	900	675	1307	375	407	857	1125
chr22	24944695	24948695	ENSG00000206069	4000	3400	3325	3625	4000	4000	3080	4000	2575	1975	4000	3550	4000	3695	3845	3470	4000	4000	4000	4000
chr10	24721668	24725668	ENSG00000107863	0	882	0	0	0	2382	0	2007	0	2682	0	0	2275	0	0	0	0	3175	525	4000
chr3	50297421	50301421	ENSG00000243477	0	121	0	0	0	0	0	0	0	1554	504	0	0	0	279	525	0	0	0	0
chr10	100284712	100288712	ENSG00000196072	0	0	0	0	700	0	0	0	0	0	0	300	0	0	0	212	0	62	0	0
chr9	134315098	134319098	ENSG00000186350	2050	375	2650	525	2650	1448	3400	1975	3175	1375	300	750	302	3625	4000	4000	4000	925	2175	2575
chrX	53420690	53424690	ENSG00000158423	0	1075	0	0	85	0	315	1290	0	0	0	0	0	300	0	0	0	0	0	0
chr1	26785472	26789472	ENSG00000060642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr6	32836780	32840780	ENSG00000204267	0	0	620	0	0	0	0	0	0	0	300	0	300	450	0	0	0	0	0	0
chr22	37606475	37610475	ENSG00000100083	475	250	25	325	325	175	700	550	325	0	25	175	0	475	0	0	100	850	475	0
chr1	45337670	45341670	ENSG00000132773	0	0	0	0	0	450	0	0	0	450	0	0	0	0	0	0	0	0	0	0
chr22	16590810	16594810	ENSG00000198445	1585	3325	3690	2350	2550	3175	0	3250	1140	2325	3525	3615	1650	1435	1050	600	1650	2550	600	3450
chr10	102417189	102421189	ENSG00000107872	1911	2100	2886	1536	1686	2661	2286	2961	2961	2811	3111	2886	2886	2811	3336	3036	3111	2586	3711	3261
chr3	109314517	109318517	ENSG00000163530	2042	2642	1500	2642	2042	1217	450	2342	600	600	525	1067	750	2550	300	900	750	925	992	1125
chr14	92511774	92515774	ENSG00000100599	0	0	0	0	0	0	0	0	0	0	0	0	0	874	600	0	0	0	0	0
chr16	30622012	30626012	ENSG00000156853	3325	3625	2963	4000	3212	3638	3850	3250	3638	2888	2888	2888	2588	3038	2963	2963	3638	3263	2738	3188
chr8	31637386	31641386	ENSG00000157168	2325	2789	3689	2414	2861	3314	4000	3325	3400	4000	4000	4000	3914	4000	4000	4000	4000	4000	4000	4000
chr15	65131836	65135836	ENSG00000090470	0	61	0	0	661	0	0	0	300	0	0	0	0	0	0	0	0	0	375	0
chrX	79168972	79172972	ENSG00000147138	0	0	1397	0	750	0	0	0	0	0	375	0	122	0	0	0	0	375	0	0
chr2	173352820	173356820	ENSG00000144354	1745	2275	4000	3325	2050	3250	2575	3400	3550	4000	4000	4000	4000	4000	3905	4000	4000	4000	4000	4000
chrX	72237047	72241047	ENSG00000186871	0	1750	1047	0	900	1347	0	900	600	0	0	0	0	0	0	0	0	0	0	0
chr12	57249193	57253193	ENSG00000185482	1600	0	0	675	3100	0	600	1500	975	557	900	0	0	632	1532	632	482	557	782	782
chr19	46411584	46415584	ENSG00000169515	4000	2734	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	207452230	207456230	ENSG00000117322	0	0	5	0	375	0	675	450	155	600	0	0	0	675	0	600	905	0	2930	1050
chrX	26136343	26140343	ENSG00000176774	0	2250	1950	1575	1800	2100	1200	2018	450	675	1200	975	2175	2582	1200	1800	1832	107	0	2357
chr7	139339360	139343360	ENSG00000269955	0	0	300	440	0	0	0	0	0	0	0	515	0	0	0	0	0	140	375	0
chr5	132010243	132014243	ENSG00000164398	3700	3175	4000	3025	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr18	4453335	4457335	ENSG00000170579	3225	2550	2925	3225	3750	2700	3900	3675	3825	2850	3225	3240	3000	3165	3450	3765	3540	4000	4000	4000
chr4	67752360	67756360	ENSG00000109163	300	540	525	915	0	0	0	840	315	1060	10	160	235	165	835	0	85	2260	0	165
chr2	44870	48870	ENSG00000184731	3205	2725	3580	3775	3130	4000	3775	3280	3625	4000	4000	4000	4000	4000	3655	4000	3625	4000	4000	4000
chr1	192807039	192811039	ENSG00000116741	0	2325	0	0	0	0	2625	0	0	0	375	0	0	214	0	0	0	0	4000	0
chr2	27210027	27214027	ENSG00000138085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr4	89109500	89113500	ENSG00000180346	1375	1825	675	850	1450	3025	1450	1375	3250	2725	2350	2950	1825	3700	3325	3025	3475	3100	4000	600
chrX	19513261	19517261	ENSG00000180815	2789	2639	3100	2939	3014	2414	2939	2489	3014	3025	3775	3550	1736	3761	3914	4000	3250	4000	4000	4000
chrX	72179353	72183353	ENSG00000102309	0	825	0	0	900	2550	0	1575	1275	525	353	375	0	0	0	0	0	0	0	0
chr1	173475266	173479266	ENSG00000117592	0	0	0	0	259	0	0	0	0	375	0	0	0	0	450	300	0	375	0	0
chr1	1322691	1326691	ENSG00000127054	0	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0
chr2	151732487	151736487	ENSG00000183091	0	0	0	825	0	0	0	375	525	300	0	675	87	1962	525	87	0	2487	838	0
chr9	84338683	84342683	ENSG00000197506	3683	3608	3625	3325	3683	4000	4000	3833	4000	2425	3250	3025	3100	3400	3625	3100	3233	3850	2725	4000
chr19	32969991	32973991	ENSG00000121289	0	834	175	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr3	119778484	119782484	ENSG00000144852	1184	809	2325	1334	1109	584	734	675	1184	1109	1109	1109	675	1259	1859	2759	509	1300	1034	359
chr10	93700572	93704572	ENSG00000148690	0	0	0	0	375	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0
chrX	119756613	119760613	ENSG00000187808	0	1063	163	0	1200	1212	0	750	837	525	525	0	0	1200	0	2325	2037	375	0	0
chr16	50679353	50683353	ENSG00000167208	0	0	622	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0
chr11	71601353	71605353	ENSG00000204571	2778	975	3625	2647	3003	3400	3475	3378	3550	3400	3475	3475	3325	2928	2928	1953	2400	2478	1950	2775
chr7	141072232	141076232	ENSG00000261115	2993	1343	3325	2243	2768	3068	3175	2993	3068	3400	3700	4000	0	4000	4000	4000	4000	4000	4000	4000
chr1	150485364	150489364	ENSG00000143374	900	375	411	0	825	0	1311	0	0	0	0	0	0	1050	0	0	0	0	336	0
chr1	26232153	26236153	ENSG00000130695	750	675	672	447	522	0	0	1197	72	0	0	0	0	0	525	0	0	0	0	0
chr17	8186933	8190933	ENSG00000279152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0
chr1	192573727	192577727	ENSG00000090104	0	0	0	0	0	0	0	0	0	398	0	3548	2200	1675	750	1823	2050	2177	3248	2700
chr3	134248744	134252744	ENSG00000163785	0	131	0	344	944	0	1319	0	0	0	0	0	0	675	0	0	450	0	0	0
chr22	27918134	27922134	ENSG00000180957	0	0	0	0	0	0	0	0	0	0	0	0	450	300	0	0	0	0	0	0
chr1	149840736	149844736	ENSG00000203812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr7	150683697	150687697	ENSG00000106560	0	0	397	0	0	0	0	0	0	0	603	603	0	753	0	1125	753	1203	0	903
chr17	47955878	47959878	ENSG00000167183	1147	525	3228	0	1672	3697	525	1147	3697	2047	1125	675	1803	3550	1875	2572	2725	2028	825	3325
chr7	99323898	99327898	ENSG00000241685	0	375	0	0	1425	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0
chr9	71908931	71912931	ENSG00000107362	0	0	0	0	0	750	0	0	525	0	1219	1069	994	2044	1744	2044	450	1444	2119	1519
chr12	109114595	109118595	ENSG00000076555	2970	0	2905	2650	2370	0	3625	1995	3100	1125	0	2895	825	1275	2145	1800	2230	1875	825	1020
chr22	11064501	11068501	ENSG00000279973	999	3250	4000	1974	2050	2050	1299	774	1824	3151	2500	2350	1000	3451	3076	3451	3451	3624	2175	3225
chr1	27670218	27674218	ENSG00000126709	0	118	300	0	357	0	582	0	1200	0	0	0	0	0	0	0	0	0	0	0
chr4	109558205	109562205	ENSG00000005059	0	520	0	0	370	0	0	0	0	0	220	0	0	300	0	0	0	0	0	0
chr15	47182101	47186101	ENSG00000137872	2424	2949	3699	2949	2799	3699	3999	3024	3549	0	4000	4000	4000	4000	4000	3775	4000	4000	4000	4000
chr21	28011363	28015363	ENSG00000178457	0	0	600	300	1200	0	0	375	0	0	750	2425	1138	0	0	0	0	375	0	0
chr1	32537427	32541427	ENSG00000160062	3475	3325	3925	3100	3700	3550	3775	3850	3625	3400	4000	4000	3475	4000	4000	4000	4000	4000	4000	4000
chr8	90604065	90608065	ENSG00000253799	0	1375	1485	1410	2275	600	300	850	0	525	825	0	585	360	1125	975	0	0	675	600
chr6	149921121	149925121	ENSG00000203722	4000	3625	4000	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr20	2690878	2694878	ENSG00000088881	2800	1825	2350	2950	2950	3400	3175	3475	3250	2425	3550	3550	3175	3625	4000	4000	4000	2603	4000	4000
chr11	124027590	124031590	ENSG00000234560	975	1425	1875	0	1125	1350	900	0	825	825	2175	2325	1860	3115	1650	715	3025	3325	1315	1765
chr14	34460356	34464356	ENSG00000165389	206	525	0	0	806	0	56	0	0	525	0	0	0	0	0	675	0	0	419	0
chr13	25170288	25174288	ENSG00000165566	2937	2937	4000	3625	3012	3087	3162	3537	3012	3850	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr6	42977220	42981220	ENSG00000124587	450	895	0	0	0	450	0	0	0	0	0	0	0	0	0	525	0	0	450	0
chr13	45700311	45704311	ENSG00000174015	1111	2461	3736	3511	886	2986	3136	2386	3361	3811	4000	4000	3811	3625	4000	4000	3564	4000	4000	4000
chr4	54227097	54231097	ENSG00000134853	4000	3400	4000	3625	3700	4000	4000	4000	4000	3550	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr19	35853861	35857861	ENSG00000126259	4000	3325	4000	4000	4000	4000	4000	4000	4000	3939	3939	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr1	209650466	209654466	ENSG00000196878	3175	3625	3625	2425	3775	4000	4000	3025	4000	4000	4000	4000	2650	4000	4000	3666	4000	3550	4000	3816
chr1	161019348	161023348	ENSG00000158769	402	525	0	0	598	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0
chr6	5002063	5006063	ENSG00000124787	450	662	0	0	825	0	0	0	450	0	212	0	0	0	0	0	0	0	0	0
chr8	37693751	37697751	ENSG00000183779	2599	900	2875	2125	2800	2950	3025	3475	3550	3775	4000	3550	3250	4000	4000	4000	4000	4000	4000	4000
chr16	3493480	3497480	ENSG00000215131	1595	1820	3620	1595	3995	2120	1745	3845	3170	3245	2270	1070	600	2870	2495	2270	2345	1820	2420	3695
chr12	21755857	21759857	ENSG00000111716	0	0	857	407	0	0	0	0	0	0	600	2507	1075	3482	0	3100	1200	4000	3175	2500
chrX	47368583	47372583	ENSG00000147117	0	4000	750	0	3100	1083	0	4000	1725	0	0	450	0	0	0	0	0	0	0	0
chr20	63376401	63380401	ENSG00000101204	3775	2949	4000	1974	3249	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr17	35941699	35945699	ENSG00000275722	3074	3750	3926	3825	3375	3750	3899	3674	3750	2426	3401	3626	3701	3776	3776	3450	4000	4000	4000	3475
chr14	22636473	22640473	ENSG00000279510	0	223	0	298	823	73	298	223	73	1600	700	448	775	0	73	73	0	223	0	0
chr22	17327034	17331034	ENSG00000231004	3850	4000	1725	3400	3741	4000	4000	3625	4000	600	1350	3400	825	1984	1791	2091	3250	3475	2659	259
chr19	46122674	46126674	ENSG00000188624	825	1800	1575	2250	0	2400	2625	900	2400	2574	3924	3925	3550	4000	3850	2049	2625	4000	4000	3826
chr10	125159170	125163170	ENSG00000175029	3400	2420	3850	2945	2795	3775	3550	3850	3475	4000	4000	4000	3775	4000	4000	4000	4000	4000	4000	4000
chr4	55634698	55638698	ENSG00000109255	2723	3098	3775	3248	2873	3023	3698	3248	3398	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000	4000
chr6	144006262	144010262	ENSG00000280777	0	750	2250	0	0	0	0	1725	300	2687	2237	3062	662	2363	750	300	1575	1350	2813	2888
chr1	202887135	202891135	ENSG00000183155	0	0	600	0	675	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0
chr17	78128770	78132770	ENSG00000167895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr20	43912864	43916864	ENSG00000124191	0	0	0	0	0	1364	0	1514	0	750	0	0	600	675	0	14	1500	3700	600	1950
chr17	44757031	44761031	ENSG00000073670	3250	2894	3625	3400	3475	3550	3850	3700	3925	3656	4000	4000	3625	4000	4000	4000	4000	4000	4000	4000
chr1	226895536	226899536	ENSG00000163050	0	1289	89	600	1350	750	0	1425	0	175	239	11	900	164	0	614	0	11	86	0
chr11	58226918	58230918	ENSG00000180475	1657	1657	2557	1882	2107	2407	982	2707	2182	2032	2107	2782	2557	2875	2100	2782	2557	3700	3775	2482
chr17	18256916	18260916	ENSG00000177731	0	0	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chr17	59207400	59211400	ENSG00000167447	750	0	0	0	1800	600	0	1050	0	0	0	0	0	0	0	0	0	375	0	0
chr1	3770788	3774788	ENSG00000235169	0	0	0	0	0	0	1187	0	0	450	287	0	0	375	1238	0	737	0	287	525
chr17	45059109	45063109	ENSG00000172992	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
chrX	75521502	75525502	ENSG00000102383	1350	1425	3450	900	1125	750	1425	1350	2227	3025	3948	3025	2373	3925	3123	1125	4000	3775	4000	0
chr11	123752545	123756545	ENSG00000221931	995	1600	2275	1525	1070	1445	1900	995	1825	3325	3025	4000	4000	3625	3100	3925	3175	3475	4000	3100
chr14	64336112	64340112	ENSG00000140009	0	0	525	0	313	0	0	0	0	0	0	0	0	0	0	0	675	0	375	0
chr4	86933002	86937002	ENSG00000172493	0	2400	0	0	0	0	0	0	0	600	0	0	0	0	0	4000	0	0	248	0
chr7	92834594	92838594	ENSG00000105810	2731	1681	2956	2056	2506	1906	2806	2956	2656	2131	3031	3325	0	3706	4000	3400	4000	4000	4000	3475
